"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88"
8,75,30,48,69,72,64,22,25,13,53,39,62,24,37,74,35,81,15,3,78,77,84,49,17,50,87,7,46,79,42,59,6,4,31,19,27,16,20,2,85,40,18,58,68,86,67,33,14,80,36,32,29,70,66,28,41,83,11,76,51,44,26,61,88,52,34,56,23,5,82,55,21,57,12,54,1,71,38,60,9,73,47,45,65,43,63,10
39,42,76,14,10,63,88,23,32,85,13,70,50,41,7,3,62,69,17,26,52,87,43,22,30,24,49,34,4,2,59,53,84,79,27,68,12,16,82,5,31,38,58,65,36,81,61,33,44,1,46,15,37,78,25,28,60,54,77,35,73,67,86,19,74,45,57,51,21,55,18,20,29,11,66,56,75,64,40,71,72,8,80,83,47,9,48,6
61,58,24,73,22,19,65,66,16,62,11,64,60,33,9,86,10,42,30,36,50,1,8,41,37,53,88,57,21,80,29,28,82,83,68,51,7,23,4,26,27,75,15,20,71,3,87,31,2,84,49,17,32,45,55,56,12,18,46,85,72,35,6,38,78,74,14,40,76,44,79,67,25,34,47,43,59,48,70,54,39,63,69,5,77,13,52,81
18,33,62,58,42,43,35,70,26,22,24,45,31,19,6,55,63,51,17,64,52,77,5,13,14,50,86,44,10,82,41,48,71,2,84,74,78,30,60,40,25,53,9,15,56,81,76,20,68,65,4,57,37,28,88,79,16,21,85,87,12,46,29,73,47,11,27,34,49,23,83,67,8,3,32,36,66,80,69,39,38,75,54,59,1,72,7,61
32,40,31,74,11,50,56,48,55,70,51,66,3,30,8,45,52,88,28,47,85,21,81,42,63,17,64,49,84,60,26,86,76,25,12,35,36,57,83,44,13,79,37,82,77,73,4,5,67,24,46,14,16,27,59,65,43,72,29,87,80,78,2,10,75,9,7,61,6,1,41,34,71,22,20,58,19,39,15,62,18,68,23,54,69,38,33,53
72,47,65,88,57,87,38,5,23,48,15,17,44,62,64,3,86,25,51,34,12,74,78,68,60,1,49,39,31,16,35,80,56,26,73,54,2,32,77,21,84,59,7,53,14,10,81,61,6,13,76,45,43,55,71,63,58,69,42,30,37,28,75,11,19,40,20,70,18,85,82,33,8,67,52,27,29,46,22,66,9,79,4,36,24,41,83,50
51,12,84,41,3,66,68,60,71,35,2,25,55,86,79,33,24,77,56,57,78,64,72,13,26,61,75,76,1,88,23,85,8,22,81,20,9,58,37,53,80,65,28,19,29,62,74,27,17,31,87,43,73,39,42,34,45,16,54,59,21,47,11,7,63,48,6,18,69,44,82,30,4,32,38,52,46,10,14,36,67,70,5,49,50,83,15,40
56,30,72,87,71,5,68,85,46,23,39,34,18,79,11,81,73,52,53,59,15,45,42,43,38,48,7,12,3,10,44,51,9,70,50,36,21,13,49,47,57,74,83,2,27,69,84,61,66,28,20,60,40,76,1,64,31,17,8,33,63,58,41,55,37,35,19,65,67,29,88,54,14,86,62,82,80,16,25,26,24,78,32,6,77,75,22,4
24,36,88,61,45,2,51,78,83,29,33,41,67,63,49,14,56,48,69,3,85,82,66,52,59,50,17,84,40,5,12,77,75,74,16,39,26,58,13,54,27,31,53,47,46,11,18,30,22,64,19,86,81,76,72,34,6,9,35,1,65,43,15,37,71,38,28,79,25,4,20,42,7,8,62,55,80,10,32,60,87,44,70,68,23,73,57,21
5,15,68,61,58,50,12,29,75,88,73,67,56,59,17,16,65,76,8,33,62,23,77,10,64,83,70,39,2,40,27,21,36,22,79,74,28,37,24,69,66,51,60,52,55,80,47,6,49,43,32,82,20,45,30,1,18,35,44,34,42,57,13,63,25,4,81,3,48,41,19,46,87,7,9,78,38,54,26,31,71,14,11,86,85,72,84,53
34,9,77,46,8,28,47,17,63,3,43,66,55,57,31,62,49,64,81,61,59,82,21,67,38,19,86,24,56,87,27,76,35,26,83,70,42,45,33,29,80,79,54,18,51,22,11,25,15,88,20,36,39,69,58,60,10,23,75,68,32,53,85,30,13,1,52,12,41,48,78,4,50,16,72,84,44,40,37,74,2,6,5,65,14,73,71,7
68,76,20,63,19,48,85,62,74,32,75,42,31,44,9,45,28,73,66,10,27,7,77,14,2,81,86,25,16,61,67,80,78,51,71,40,23,22,47,57,24,56,88,6,21,53,72,79,35,65,8,64,70,26,50,5,15,87,52,60,3,41,11,39,84,18,30,37,34,82,46,13,1,12,33,69,54,29,58,17,36,59,83,38,43,49,4,55
81,80,70,34,27,33,39,29,72,61,43,9,66,23,16,31,44,50,25,19,7,21,13,37,4,52,69,88,12,68,73,48,28,59,76,3,8,2,49,74,57,18,79,51,36,14,85,75,82,86,10,38,5,62,26,1,45,54,46,63,35,87,32,53,55,6,84,60,42,15,83,67,17,11,40,78,24,71,58,77,47,30,56,41,20,64,65,22
