"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
-65,-19,-94,-51,-92,-79,-70,-25,-43,-30,-5,-67,-31,-89,-74,-96,-66,-87,-3,-24,-35,-37,-98,-85,-1,-47,-93,-15,-29,-44,-20,-81,-52,-6,-42,-2,-39,-95,-49,-38,-57,-71,-45,-68,-88,-23,-60,-75,-91,-27,-14,-97,-73,-55,-54,-22,-21,-80,-90,-82,-16,-63,-8,-34,-36,-72,-84,-13,-32,-100,-4,-18,-50,-53,-69,-78,-17,-48,-64,-40,-62,-83,-86,-9,-41,-11,-61,-7,-76,-58,-77,-59,-26,-12,-99,-33,-10,-28,-56,-46
-7,-45,-43,-19,-53,-62,-44,-67,-99,-37,-12,-91,-9,-90,-81,-75,-54,-79,-8,-11,-59,-73,-31,-36,-21,-26,-57,-5,-74,-14,-80,-17,-89,-18,-88,-30,-77,-94,-64,-95,-42,-46,-51,-66,-98,-50,-72,-32,-97,-22,-10,-49,-78,-28,-68,-13,-6,-60,-83,-61,-34,-85,-58,-55,-41,-16,-84,-56,-25,-87,-4,-15,-38,-1,-82,-65,-69,-76,-3,-35,-86,-23,-2,-92,-24,-39,-71,-27,-33,-93,-52,-96,-20,-48,-63,-47,-40,-100,-70,-29
-27,-14,-79,-26,-100,-65,-18,-39,-82,-25,-8,-80,-28,-53,-34,-42,-11,-38,-70,-67,-93,-24,-84,-16,-95,-5,-51,-3,-33,-83,-88,-59,-50,-29,-66,-94,-37,-68,-90,-40,-56,-96,-75,-77,-72,-81,-6,-52,-1,-60,-41,-46,-22,-99,-19,-21,-12,-36,-64,-47,-54,-57,-49,-73,-4,-7,-87,-15,-78,-31,-17,-44,-91,-63,-85,-76,-9,-2,-74,-89,-92,-35,-23,-45,-10,-69,-58,-48,-43,-86,-97,-32,-55,-62,-71,-30,-98,-13,-61,-20
-79,-46,-42,-45,-34,-40,-12,-28,-77,-23,-11,-65,-27,-86,-59,-14,-100,-30,-60,-91,-84,-48,-13,-44,-39,-20,-54,-4,-80,-1,-99,-56,-75,-31,-57,-61,-26,-16,-85,-93,-9,-69,-68,-22,-10,-55,-66,-7,-90,-70,-8,-87,-6,-98,-62,-88,-71,-49,-96,-24,-92,-47,-50,-38,-18,-82,-72,-35,-36,-94,-15,-5,-74,-64,-2,-83,-63,-52,-81,-95,-25,-43,-17,-32,-97,-33,-19,-67,-51,-76,-73,-53,-29,-89,-41,-21,-3,-78,-37,-58
-13,-62,-69,-77,-52,-3,-38,-95,-97,-2,-25,-34,-42,-65,-90,-12,-40,-35,-46,-96,-56,-30,-36,-87,-92,-75,-68,-9,-27,-11,-73,-8,-98,-84,-94,-59,-83,-37,-85,-89,-32,-5,-49,-71,-21,-15,-78,-26,-67,-6,-48,-64,-31,-18,-45,-43,-88,-100,-41,-58,-29,-54,-91,-44,-70,-1,-20,-19,-79,-63,-80,-7,-76,-99,-47,-86,-4,-61,-81,-39,-57,-72,-28,-22,-17,-51,-24,-33,-16,-53,-93,-55,-82,-23,-60,-50,-66,-14,-10,-74
-35,-98,-64,-17,-52,-66,-82,-44,-45,-67,-9,-32,-34,-86,-91,-89,-53,-42,-85,-92,-51,-65,-37,-93,-72,-33,-8,-27,-60,-81,-87,-47,-23,-100,-26,-11,-74,-79,-76,-36,-61,-31,-95,-70,-39,-88,-5,-3,-2,-10,-56,-83,-68,-13,-19,-62,-75,-78,-99,-46,-6,-14,-55,-63,-97,-40,-16,-84,-80,-12,-54,-20,-90,-4,-48,-73,-28,-71,-43,-41,-50,-29,-58,-18,-38,-96,-15,-22,-57,-77,-69,-24,-30,-1,-49,-7,-59,-94,-21,-25
-22,-66,-93,-92,-86,-68,-7,-99,-24,-77,-6,-72,-84,-57,-28,-20,-91,-82,-5,-79,-60,-58,-46,-49,-48,-35,-65,-80,-61,-9,-87,-52,-4,-62,-37,-16,-38,-76,-88,-51,-47,-3,-95,-29,-94,-56,-31,-10,-44,-19,-2,-45,-25,-64,-50,-17,-81,-97,-63,-14,-59,-78,-89,-83,-39,-27,-15,-12,-96,-75,-98,-23,-53,-90,-34,-69,-67,-30,-71,-100,-26,-36,-8,-40,-70,-54,-11,-42,-1,-41,-85,-55,-73,-13,-43,-32,-21,-18,-33,-74
-44,-19,-79,-70,-29,-43,-82,-97,-10,-74,-32,-91,-26,-42,-60,-66,-31,-47,-48,-87,-35,-86,-72,-49,-98,-90,-33,-17,-92,-14,-76,-41,-4,-7,-13,-25,-62,-56,-64,-39,-51,-52,-50,-23,-15,-30,-54,-80,-68,-9,-5,-84,-95,-6,-81,-40,-93,-28,-46,-20,-67,-12,-8,-53,-65,-78,-96,-16,-89,-24,-22,-55,-37,-99,-100,-85,-38,-83,-77,-61,-3,-94,-21,-27,-2,-75,-63,-71,-36,-59,-57,-58,-73,-69,-88,-1,-18,-45,-11,-34
-11,-68,-89,-65,-16,-37,-88,-43,-15,-27,-48,-99,-12,-7,-98,-90,-49,-28,-19,-95,-36,-40,-83,-78,-10,-18,-9,-41,-38,-74,-82,-21,-80,-91,-84,-6,-5,-50,-96,-77,-14,-20,-62,-76,-59,-55,-1,-86,-87,-24,-45,-66,-67,-72,-92,-34,-22,-33,-71,-32,-2,-35,-52,-93,-25,-4,-47,-61,-81,-26,-75,-46,-69,-31,-30,-94,-44,-57,-42,-13,-8,-97,-63,-53,-100,-54,-39,-73,-17,-79,-64,-23,-56,-70,-60,-29,-3,-51,-58,-85
-65,-1,-53,-52,-79,-87,-32,-72,-48,-91,-20,-49,-66,-85,-50,-63,-76,-78,-92,-67,-86,-69,-19,-40,-89,-99,-71,-24,-25,-95,-21,-93,-23,-96,-74,-27,-68,-82,-59,-9,-4,-38,-58,-100,-70,-33,-94,-6,-22,-5,-34,-31,-37,-77,-46,-55,-17,-75,-97,-29,-83,-8,-90,-10,-73,-18,-15,-35,-3,-42,-16,-7,-2,-62,-26,-47,-44,-56,-84,-41,-80,-30,-11,-51,-61,-13,-43,-88,-14,-45,-98,-57,-60,-64,-54,-39,-12,-36,-81,-28
