"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
95,69,24,28,45,7,5,34,49,62,68,93,33,51,96,30,27,18,53,39,56,87,80,12,84,94,13,98,43,17,76,59,91,85,4,42,75,97,57,26,55,74,46,32,70,38,1,64,66,9,21,100,37,78,72,3,52,16,71,73,10,88,50,60,22,86,35,20,83,14,77,67,19,63,58,6,2,99,61,29,82,54,31,48,8,25,41,15,23,79,81,36,89,65,11,92,40,44,47,90
30,71,36,58,50,63,82,46,4,64,19,6,10,65,23,94,5,59,35,20,16,14,54,52,85,100,7,48,61,93,1,99,73,78,11,74,22,69,67,92,90,88,75,76,89,66,43,41,56,26,9,96,38,13,37,68,51,33,29,47,2,97,42,62,81,83,60,84,95,40,34,53,18,12,45,8,55,86,80,15,70,44,27,31,21,77,72,98,32,79,87,91,17,39,25,57,28,3,24,49
76,5,64,10,98,34,24,36,62,89,32,54,82,94,93,27,46,52,22,23,79,60,44,31,7,28,100,88,29,1,20,4,91,73,9,3,71,2,61,86,15,65,85,57,51,49,19,42,67,81,14,26,96,18,70,35,50,25,16,80,37,95,43,87,13,40,45,75,30,33,84,41,58,11,17,74,72,21,39,56,55,97,66,59,68,92,78,90,69,77,6,12,53,99,38,47,63,48,8,83
85,19,67,51,69,21,36,95,26,82,99,23,35,7,50,22,49,66,39,84,16,43,38,4,71,81,1,98,65,60,2,77,48,88,100,20,41,46,86,72,18,31,44,47,5,10,45,52,29,42,27,3,58,89,40,8,55,25,57,97,73,75,24,74,62,61,6,17,59,54,94,13,90,93,34,15,28,76,92,78,53,56,68,83,37,63,12,87,79,9,96,32,11,70,30,91,64,14,33,80
98,87,63,28,81,56,78,61,33,58,65,19,14,53,45,41,40,82,85,55,17,21,62,32,50,89,23,13,79,12,37,39,31,73,86,15,9,100,75,48,97,95,10,46,38,74,57,69,51,44,36,94,52,3,60,27,84,47,88,43,22,59,66,34,77,64,18,91,2,11,35,8,96,54,5,93,76,30,99,67,70,29,25,90,80,92,72,20,71,83,16,4,24,6,1,7,49,42,68,26
24,67,55,62,74,34,30,9,42,27,88,47,18,39,36,90,57,56,73,17,72,7,50,10,98,49,22,20,14,79,25,77,21,89,46,3,33,53,75,54,91,82,40,52,95,38,84,85,41,64,61,43,37,80,63,31,100,76,71,78,2,99,35,16,6,51,70,8,93,65,83,48,19,92,32,87,28,23,59,94,12,11,1,86,69,66,4,60,68,96,29,58,26,81,13,97,15,45,44,5
73,37,35,18,95,47,96,53,58,98,94,19,88,15,75,10,23,71,28,92,85,59,26,21,61,4,91,64,86,30,46,20,80,83,60,79,2,62,84,31,76,78,41,3,17,90,33,36,9,87,72,34,44,57,25,65,16,99,74,45,27,49,55,82,32,51,40,7,100,97,22,43,11,38,5,24,63,29,93,89,70,67,42,14,54,69,1,39,81,50,6,12,48,66,8,56,52,77,68,13
92,98,18,52,83,31,63,37,87,55,99,15,21,78,81,16,79,72,75,54,93,4,30,42,73,70,29,28,13,47,2,69,53,56,7,61,25,80,46,5,94,71,88,45,60,41,11,49,90,33,50,34,24,84,40,19,65,9,62,74,39,1,3,95,38,97,20,85,23,100,6,17,76,96,14,64,82,10,27,86,89,77,26,48,91,12,57,51,35,67,44,68,8,58,32,36,59,22,66,43
38,24,19,36,66,94,8,21,3,18,15,17,31,13,70,92,79,52,33,47,68,63,42,54,75,4,26,40,69,7,77,81,46,45,49,57,32,98,61,86,96,39,50,89,78,51,43,28,85,23,55,60,48,44,82,84,83,88,100,71,1,90,99,30,91,5,16,56,95,58,93,2,9,22,72,62,80,87,65,12,35,10,6,20,67,41,37,76,25,29,73,64,97,59,11,14,74,34,53,27
37,32,93,91,36,48,34,54,55,29,66,5,11,61,58,65,79,52,78,8,88,82,1,42,15,50,92,51,71,22,3,30,68,59,87,26,12,80,99,24,23,2,73,76,39,6,98,89,43,13,25,81,70,72,46,74,96,85,16,90,77,21,19,75,69,53,27,44,35,84,10,4,62,17,14,31,83,57,7,49,95,94,63,100,67,45,41,64,86,47,40,28,9,38,18,33,56,20,60,97
