"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
-67,-65,-81,-80,-25,-91,-46,-7,-34,-49,-39,-33,-11,-93,-77,-48,-99,-16,-14,-35,-58,-18,-98,-63,-51,-78,-52,-47,-70,-13,-1,-12,-28,-45,-84,-87,-5,-6,-55,-82,-31,-41,-23,-38,-20,-9,-68,-76,-75,-59,-4,-85,-24,-92,-89,-96,-17,-88,-40,-37,-42,-64,-36,-69,-83,-56,-54,-62,-10,-79,-73,-100,-97,-66,-43,-86,-30,-19,-71,-29,-60,-72,-90,-22,-3,-8,-21,-57,-61,-27,-2,-50,-32,-26,-53,-15,-94,-44,-95,-74
-99,-5,-89,-40,-4,-95,-65,-37,-61,-39,-29,-86,-6,-27,-12,-3,-21,-34,-18,-91,-33,-79,-59,-87,-88,-71,-64,-60,-23,-72,-16,-9,-49,-2,-68,-93,-48,-81,-13,-26,-22,-10,-85,-28,-20,-69,-42,-74,-38,-55,-14,-46,-83,-90,-47,-76,-80,-92,-11,-62,-41,-100,-78,-43,-25,-56,-67,-82,-75,-24,-97,-44,-7,-52,-32,-15,-30,-45,-35,-58,-53,-8,-19,-70,-98,-84,-1,-17,-50,-57,-77,-51,-54,-31,-36,-94,-96,-73,-63,-66
-82,-34,-2,-29,-91,-24,-99,-67,-46,-65,-10,-28,-8,-13,-92,-42,-7,-47,-35,-80,-21,-37,-71,-89,-78,-88,-59,-75,-38,-25,-6,-23,-85,-31,-32,-41,-86,-81,-70,-73,-16,-44,-90,-61,-22,-54,-20,-53,-19,-87,-26,-45,-76,-43,-50,-84,-63,-48,-3,-68,-55,-17,-77,-36,-30,-39,-72,-12,-57,-14,-64,-56,-1,-94,-40,-15,-51,-97,-100,-62,-27,-11,-83,-33,-5,-66,-49,-9,-74,-60,-4,-95,-98,-18,-52,-93,-96,-69,-58,-79
-97,-25,-77,-18,-59,-79,-1,-46,-84,-58,-61,-26,-16,-48,-92,-37,-4,-74,-78,-75,-6,-50,-17,-54,-82,-5,-52,-67,-42,-73,-35,-85,-80,-21,-15,-33,-57,-10,-64,-65,-63,-100,-31,-14,-55,-27,-87,-45,-60,-23,-36,-62,-81,-22,-93,-90,-8,-53,-13,-91,-76,-38,-95,-9,-30,-68,-69,-19,-12,-47,-66,-44,-56,-72,-3,-71,-24,-39,-83,-98,-11,-86,-29,-32,-49,-88,-28,-89,-20,-99,-2,-96,-34,-70,-51,-43,-41,-7,-94,-40
-91,-74,-35,-29,-43,-11,-2,-8,-92,-14,-61,-54,-5,-87,-33,-82,-41,-70,-42,-88,-77,-25,-90,-76,-81,-21,-9,-85,-80,-16,-97,-28,-17,-40,-93,-48,-86,-68,-18,-56,-83,-69,-55,-51,-73,-47,-10,-44,-100,-89,-3,-72,-65,-57,-63,-27,-50,-75,-45,-53,-59,-34,-12,-64,-49,-46,-37,-38,-60,-66,-23,-7,-1,-32,-31,-52,-98,-13,-96,-58,-26,-15,-22,-62,-94,-6,-79,-39,-67,-4,-30,-95,-71,-20,-36,-78,-24,-99,-84,-19
-45,-26,-21,-88,-4,-18,-23,-69,-87,-16,-70,-36,-17,-28,-89,-44,-72,-60,-43,-52,-27,-30,-8,-91,-61,-84,-13,-58,-1,-33,-29,-95,-100,-53,-56,-54,-86,-20,-98,-34,-12,-55,-2,-7,-25,-94,-62,-5,-40,-65,-24,-32,-71,-77,-83,-99,-42,-47,-38,-79,-31,-76,-81,-22,-67,-96,-78,-46,-6,-49,-97,-80,-39,-66,-19,-75,-63,-11,-50,-37,-48,-10,-51,-74,-85,-41,-14,-57,-92,-64,-9,-93,-90,-15,-73,-3,-82,-59,-68,-35
-45,-39,-51,-95,-62,-38,-97,-79,-89,-9,-36,-54,-12,-78,-14,-94,-70,-10,-32,-7,-13,-22,-61,-87,-18,-83,-17,-1,-99,-3,-47,-27,-58,-25,-26,-8,-30,-60,-64,-76,-93,-5,-55,-34,-65,-11,-85,-90,-69,-15,-23,-48,-77,-37,-21,-96,-4,-81,-92,-46,-73,-53,-71,-50,-66,-86,-31,-35,-100,-72,-56,-20,-52,-40,-59,-63,-98,-29,-91,-19,-49,-24,-57,-2,-80,-41,-88,-42,-28,-82,-43,-68,-84,-44,-74,-6,-16,-67,-33,-75
-87,-60,-95,-65,-78,-49,-53,-51,-99,-24,-48,-23,-45,-21,-11,-69,-29,-8,-38,-19,-46,-25,-22,-62,-90,-1,-73,-88,-47,-4,-32,-64,-28,-2,-83,-71,-44,-17,-67,-54,-96,-89,-72,-40,-92,-31,-94,-7,-57,-42,-3,-91,-27,-50,-14,-63,-35,-74,-15,-68,-77,-10,-39,-93,-5,-43,-56,-26,-84,-18,-79,-85,-52,-33,-58,-81,-20,-13,-66,-86,-61,-82,-80,-98,-97,-76,-6,-75,-16,-36,-30,-100,-70,-34,-9,-59,-12,-37,-55,-41
-50,-1,-47,-5,-19,-77,-86,-85,-63,-16,-76,-67,-89,-28,-52,-12,-14,-17,-62,-3,-75,-46,-33,-57,-96,-91,-98,-83,-84,-68,-51,-92,-99,-44,-31,-20,-87,-97,-94,-9,-60,-15,-93,-24,-59,-25,-71,-45,-37,-2,-55,-27,-65,-36,-22,-66,-43,-7,-8,-42,-72,-40,-4,-21,-54,-30,-95,-11,-35,-32,-61,-100,-80,-18,-34,-39,-26,-10,-23,-70,-56,-38,-74,-81,-58,-64,-29,-78,-79,-49,-73,-69,-88,-13,-48,-82,-41,-53,-90,-6
-39,-60,-51,-87,-53,-12,-35,-99,-85,-46,-28,-27,-89,-42,-78,-21,-11,-26,-58,-3,-75,-59,-65,-62,-94,-70,-29,-37,-61,-66,-18,-16,-63,-19,-30,-100,-74,-52,-45,-1,-49,-40,-20,-56,-44,-71,-68,-33,-83,-55,-90,-38,-97,-31,-79,-25,-96,-73,-9,-86,-93,-15,-77,-22,-24,-5,-4,-47,-2,-7,-95,-41,-14,-17,-67,-36,-50,-8,-92,-98,-13,-48,-43,-54,-82,-72,-84,-6,-32,-91,-34,-81,-76,-57,-69,-23,-10,-88,-64,-80
