"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
-75,-68,-9,-7,-26,-54,-59,-90,-52,-60,-76,-56,-43,-64,-79,-67,-22,-92,-71,-97,-16,-41,-57,-70,-87,-37,-83,-69,-4,-45,-47,-17,-5,-61,-53,-2,-31,-44,-82,-3,-46,-12,-27,-77,-15,-40,-34,-55,-50,-11,-48,-80,-88,-89,-8,-62,-58,-36,-28,-21,-35,-38,-32,-98,-33,-29,-13,-86,-93,-1,-94,-42,-84,-25,-72,-74,-99,-96,-6,-73,-39,-24,-10,-49,-81,-66,-20,-23,-100,-78,-19,-95,-65,-18,-85,-91,-63,-30,-51,-14
-22,-39,-25,-31,-29,-55,-62,-80,-35,-9,-20,-38,-64,-10,-73,-89,-50,-86,-6,-43,-67,-1,-59,-40,-74,-2,-14,-24,-53,-23,-60,-90,-37,-52,-51,-88,-93,-19,-54,-78,-41,-72,-65,-75,-36,-85,-18,-58,-82,-68,-8,-26,-48,-21,-84,-70,-33,-32,-94,-3,-11,-95,-96,-81,-97,-16,-7,-63,-77,-66,-87,-27,-92,-99,-45,-15,-71,-56,-91,-28,-76,-17,-13,-42,-69,-49,-4,-47,-100,-12,-46,-79,-30,-61,-98,-44,-83,-57,-34,-5
-75,-68,-7,-33,-23,-59,-86,-30,-40,-63,-64,-24,-12,-10,-31,-69,-17,-35,-36,-88,-9,-70,-53,-73,-8,-93,-1,-22,-74,-55,-90,-82,-11,-62,-37,-84,-99,-71,-44,-92,-66,-58,-80,-54,-5,-32,-52,-49,-95,-47,-29,-89,-38,-56,-83,-96,-14,-39,-87,-3,-67,-34,-15,-79,-81,-97,-43,-16,-48,-2,-61,-65,-4,-19,-28,-100,-26,-18,-20,-77,-85,-78,-6,-60,-41,-94,-98,-50,-72,-46,-51,-25,-21,-57,-76,-42,-45,-13,-91,-27
-48,-56,-80,-59,-23,-53,-79,-88,-16,-44,-61,-92,-11,-84,-51,-85,-81,-86,-95,-83,-77,-62,-100,-31,-76,-91,-66,-67,-32,-1,-39,-47,-19,-58,-46,-74,-94,-78,-64,-82,-34,-49,-69,-4,-96,-63,-17,-2,-93,-45,-54,-27,-33,-6,-65,-37,-15,-52,-14,-26,-50,-7,-21,-72,-22,-73,-68,-24,-60,-13,-29,-30,-36,-12,-20,-42,-8,-10,-38,-75,-71,-55,-43,-5,-89,-25,-57,-97,-99,-28,-9,-40,-90,-98,-41,-70,-3,-18,-87,-35
-67,-39,-34,-24,-100,-33,-37,-9,-79,-43,-64,-44,-18,-52,-78,-70,-98,-45,-77,-35,-26,-14,-69,-1,-17,-48,-4,-41,-62,-6,-91,-80,-38,-76,-31,-73,-63,-66,-22,-57,-53,-54,-25,-93,-10,-7,-47,-72,-83,-42,-85,-88,-81,-46,-32,-30,-36,-56,-13,-20,-11,-86,-59,-49,-84,-60,-2,-28,-29,-8,-61,-27,-75,-99,-96,-68,-94,-23,-92,-74,-87,-21,-3,-40,-55,-5,-16,-51,-65,-12,-90,-95,-97,-58,-15,-71,-50,-89,-82,-19
-94,-48,-77,-96,-10,-74,-17,-58,-19,-18,-26,-13,-79,-37,-76,-14,-22,-29,-3,-92,-43,-30,-31,-59,-56,-84,-25,-60,-63,-2,-95,-27,-24,-70,-47,-72,-91,-53,-89,-51,-57,-49,-8,-38,-97,-65,-73,-23,-45,-86,-20,-93,-21,-15,-71,-68,-41,-32,-98,-1,-67,-80,-55,-50,-28,-78,-87,-66,-36,-40,-6,-99,-75,-12,-39,-61,-52,-64,-62,-46,-85,-90,-35,-16,-34,-11,-42,-88,-82,-5,-100,-9,-69,-44,-33,-83,-81,-54,-7,-4
-65,-37,-72,-26,-92,-88,-18,-51,-34,-77,-42,-32,-13,-63,-79,-35,-38,-76,-80,-100,-86,-97,-8,-5,-96,-50,-64,-62,-44,-10,-7,-29,-23,-98,-61,-94,-78,-20,-43,-99,-46,-74,-40,-67,-75,-90,-6,-12,-85,-95,-47,-9,-54,-19,-4,-57,-58,-31,-1,-3,-17,-49,-48,-70,-52,-59,-56,-16,-55,-69,-36,-39,-87,-81,-82,-33,-53,-25,-30,-22,-11,-68,-2,-60,-93,-27,-89,-21,-71,-45,-15,-41,-84,-91,-14,-28,-73,-24,-66,-83
-93,-85,-95,-24,-40,-81,-60,-50,-6,-68,-67,-92,-66,-91,-25,-86,-19,-77,-34,-30,-11,-4,-5,-2,-57,-70,-23,-55,-29,-94,-9,-49,-18,-13,-69,-3,-89,-88,-71,-27,-83,-64,-58,-84,-98,-16,-22,-100,-72,-7,-76,-20,-79,-39,-31,-99,-38,-82,-44,-36,-54,-74,-15,-8,-14,-35,-59,-32,-73,-65,-53,-10,-42,-97,-52,-26,-21,-28,-80,-56,-48,-12,-51,-41,-33,-37,-78,-90,-63,-1,-96,-45,-61,-47,-46,-62,-43,-75,-87,-17
-2,-25,-20,-22,-70,-50,-19,-7,-61,-10,-63,-4,-13,-3,-72,-51,-57,-81,-84,-6,-83,-5,-53,-68,-47,-78,-95,-76,-73,-16,-34,-26,-30,-41,-54,-86,-56,-79,-44,-88,-69,-36,-100,-32,-43,-45,-35,-92,-58,-40,-49,-29,-8,-1,-9,-48,-99,-64,-89,-27,-17,-33,-65,-74,-31,-90,-15,-14,-98,-91,-28,-37,-97,-80,-66,-46,-67,-85,-75,-71,-11,-39,-18,-87,-77,-23,-38,-59,-94,-21,-42,-62,-93,-96,-12,-52,-82,-24,-60,-55
-11,-51,-15,-69,-34,-53,-93,-41,-6,-58,-12,-47,-89,-84,-55,-68,-36,-74,-46,-10,-87,-40,-21,-91,-48,-60,-23,-44,-96,-92,-31,-13,-4,-33,-5,-7,-71,-1,-16,-100,-17,-77,-70,-76,-52,-8,-75,-97,-45,-19,-80,-95,-90,-9,-50,-88,-28,-57,-94,-39,-2,-85,-43,-26,-65,-63,-49,-38,-66,-61,-25,-29,-32,-64,-82,-99,-3,-56,-35,-78,-30,-81,-22,-83,-98,-59,-72,-54,-79,-27,-37,-67,-86,-62,-42,-14,-18,-73,-20,-24
