"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88"
-88,-70,-21,-17,-59,-38,-83,-52,-22,-46,-39,-24,-25,-18,-11,-5,-9,-77,-27,-41,-3,-50,-28,-62,-35,-7,-85,-40,-12,-33,-29,-13,-1,-45,-20,-64,-14,-2,-30,-34,-68,-73,-49,-43,-32,-76,-54,-23,-60,-82,-26,-57,-87,-86,-19,-36,-51,-42,-6,-79,-67,-78,-66,-15,-47,-31,-55,-4,-10,-75,-81,-8,-56,-63,-58,-16,-37,-65,-61,-69,-48,-44,-84,-72,-74,-53,-71,-80
-68,-65,-9,-22,-11,-19,-34,-70,-29,-71,-32,-80,-47,-2,-21,-37,-42,-54,-55,-8,-27,-64,-15,-12,-23,-66,-17,-76,-14,-79,-59,-40,-1,-75,-87,-83,-3,-61,-16,-60,-57,-18,-74,-85,-56,-26,-46,-86,-53,-82,-6,-69,-24,-67,-50,-49,-20,-31,-30,-36,-62,-72,-39,-78,-35,-33,-13,-51,-28,-88,-7,-10,-38,-84,-77,-81,-43,-45,-41,-52,-5,-58,-48,-44,-73,-63,-25,-4
-82,-58,-45,-2,-70,-4,-38,-41,-48,-52,-19,-36,-80,-16,-9,-26,-6,-32,-21,-79,-1,-54,-59,-63,-65,-53,-5,-35,-67,-20,-57,-83,-50,-88,-60,-78,-24,-72,-18,-3,-77,-71,-37,-10,-30,-12,-43,-56,-44,-29,-15,-68,-39,-25,-22,-81,-42,-64,-8,-14,-23,-66,-62,-7,-75,-27,-49,-11,-13,-86,-61,-55,-73,-47,-76,-33,-46,-85,-87,-69,-40,-34,-31,-17,-28,-51,-74,-84
-35,-15,-39,-12,-61,-49,-68,-20,-7,-54,-60,-83,-59,-33,-43,-26,-85,-9,-51,-3,-45,-76,-82,-77,-47,-18,-16,-79,-22,-34,-56,-29,-46,-86,-57,-58,-63,-48,-75,-21,-53,-50,-81,-80,-55,-36,-70,-38,-37,-67,-40,-23,-42,-2,-4,-17,-13,-62,-52,-32,-84,-25,-64,-11,-74,-10,-44,-88,-73,-72,-24,-1,-69,-31,-6,-87,-19,-78,-28,-71,-5,-41,-14,-27,-30,-65,-8,-66
-76,-14,-52,-77,-43,-84,-13,-81,-10,-31,-32,-17,-65,-21,-70,-26,-15,-86,-67,-57,-5,-47,-38,-1,-29,-18,-4,-56,-39,-33,-41,-49,-16,-20,-69,-72,-66,-37,-71,-6,-68,-83,-12,-28,-27,-8,-53,-62,-61,-50,-63,-30,-44,-24,-36,-79,-11,-80,-54,-7,-74,-40,-75,-46,-82,-35,-73,-58,-2,-19,-78,-3,-25,-51,-55,-45,-85,-87,-34,-64,-88,-48,-59,-42,-60,-22,-23,-9
-74,-87,-41,-57,-23,-86,-12,-45,-11,-44,-52,-38,-60,-48,-71,-24,-7,-72,-54,-82,-47,-32,-40,-5,-56,-8,-58,-36,-2,-63,-16,-37,-17,-30,-26,-50,-19,-29,-51,-4,-73,-33,-46,-13,-67,-84,-80,-65,-53,-88,-6,-49,-27,-18,-79,-22,-69,-39,-42,-21,-68,-59,-75,-25,-81,-77,-43,-9,-66,-14,-34,-10,-70,-35,-64,-61,-1,-3,-55,-62,-31,-20,-28,-78,-85,-83,-76,-15
-28,-82,-11,-53,-68,-41,-15,-69,-19,-7,-57,-81,-34,-44,-25,-16,-20,-85,-33,-24,-87,-13,-40,-47,-64,-32,-72,-42,-1,-4,-35,-17,-26,-14,-77,-60,-79,-66,-23,-59,-55,-58,-31,-39,-43,-18,-78,-51,-56,-71,-67,-38,-74,-52,-46,-75,-73,-12,-88,-10,-70,-84,-8,-63,-54,-9,-36,-37,-22,-65,-86,-30,-5,-45,-29,-49,-48,-76,-83,-62,-6,-27,-2,-21,-3,-61,-50,-80
-63,-75,-59,-26,-6,-78,-15,-30,-40,-74,-12,-31,-86,-17,-56,-37,-22,-87,-73,-50,-20,-5,-54,-3,-38,-8,-62,-35,-21,-71,-27,-52,-65,-13,-88,-4,-7,-14,-66,-46,-55,-45,-51,-32,-69,-80,-36,-85,-39,-70,-33,-79,-29,-68,-60,-11,-72,-16,-67,-9,-84,-47,-64,-57,-81,-41,-77,-76,-34,-53,-82,-18,-48,-28,-61,-2,-10,-19,-42,-43,-49,-24,-58,-1,-44,-25,-83,-23
-19,-44,-3,-27,-72,-46,-86,-40,-14,-31,-85,-68,-32,-12,-26,-64,-66,-88,-87,-37,-67,-83,-11,-21,-63,-25,-56,-84,-60,-74,-15,-35,-55,-23,-8,-41,-78,-77,-18,-24,-48,-7,-34,-1,-53,-36,-73,-45,-29,-65,-4,-13,-75,-28,-22,-54,-51,-17,-10,-50,-69,-80,-57,-76,-70,-61,-59,-16,-2,-38,-9,-6,-71,-47,-79,-33,-20,-62,-52,-81,-82,-42,-30,-39,-49,-5,-58,-43
-74,-78,-86,-5,-9,-16,-57,-25,-64,-71,-27,-43,-73,-48,-69,-31,-58,-88,-82,-38,-15,-30,-79,-35,-4,-87,-1,-59,-26,-24,-17,-67,-37,-63,-75,-44,-13,-33,-42,-65,-41,-52,-7,-68,-62,-36,-84,-3,-72,-60,-77,-21,-14,-19,-46,-39,-11,-23,-28,-47,-80,-51,-45,-20,-32,-18,-50,-34,-56,-83,-40,-10,-12,-66,-53,-49,-2,-70,-54,-85,-6,-61,-55,-81,-8,-29,-76,-22
