"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88"
-4,-48,-55,-80,-86,-20,-44,-82,-46,-39,-12,-26,-56,-50,-9,-52,-6,-36,-73,-1,-60,-81,-84,-76,-88,-32,-13,-24,-35,-68,-29,-71,-41,-70,-3,-59,-57,-16,-43,-19,-64,-23,-7,-22,-45,-40,-37,-67,-31,-78,-49,-51,-79,-61,-58,-87,-42,-38,-83,-65,-69,-33,-47,-66,-72,-85,-11,-30,-74,-8,-28,-25,-27,-34,-53,-5,-10,-2,-17,-77,-75,-62,-18,-54,-15,-63,-21,-14
-77,-11,-62,-44,-27,-24,-29,-52,-20,-58,-82,-6,-18,-54,-28,-70,-48,-21,-73,-69,-75,-23,-66,-86,-88,-15,-59,-55,-53,-71,-64,-14,-63,-65,-19,-51,-43,-26,-37,-50,-17,-22,-45,-8,-78,-31,-83,-49,-2,-10,-60,-72,-56,-84,-4,-9,-79,-47,-16,-76,-42,-5,-67,-25,-85,-34,-68,-40,-3,-12,-80,-39,-32,-74,-1,-13,-38,-57,-33,-36,-35,-7,-87,-30,-41,-46,-81,-61
-32,-76,-19,-14,-38,-75,-26,-74,-62,-83,-78,-82,-11,-66,-9,-1,-52,-43,-27,-16,-46,-40,-55,-7,-10,-79,-86,-25,-28,-67,-30,-60,-8,-49,-22,-64,-3,-23,-45,-24,-29,-13,-21,-68,-37,-2,-70,-47,-72,-63,-20,-73,-41,-57,-59,-34,-84,-48,-39,-51,-18,-31,-87,-56,-77,-71,-88,-58,-17,-80,-36,-53,-12,-42,-5,-6,-85,-33,-35,-61,-65,-81,-54,-4,-15,-69,-50,-44
-88,-43,-50,-27,-87,-56,-63,-75,-1,-23,-29,-26,-33,-68,-28,-61,-4,-7,-42,-47,-86,-20,-51,-55,-77,-78,-15,-14,-35,-46,-66,-11,-64,-72,-65,-62,-9,-48,-53,-36,-5,-24,-85,-67,-16,-40,-17,-12,-69,-45,-22,-41,-6,-57,-49,-19,-70,-79,-32,-30,-34,-54,-25,-84,-81,-74,-73,-13,-21,-37,-82,-10,-52,-60,-71,-8,-31,-18,-38,-44,-39,-83,-58,-3,-80,-76,-2,-59
-83,-74,-30,-41,-14,-3,-51,-55,-1,-75,-63,-39,-34,-31,-56,-13,-42,-2,-70,-80,-37,-38,-54,-61,-82,-11,-53,-33,-12,-88,-5,-84,-21,-48,-78,-57,-17,-73,-10,-25,-35,-64,-26,-8,-27,-9,-6,-45,-22,-46,-85,-49,-29,-60,-59,-43,-47,-50,-52,-4,-20,-32,-44,-81,-16,-66,-28,-76,-79,-24,-40,-15,-65,-71,-68,-36,-77,-62,-23,-18,-72,-67,-69,-7,-19,-86,-58,-87
-87,-7,-18,-25,-88,-52,-27,-79,-39,-34,-15,-72,-47,-80,-44,-58,-41,-35,-60,-36,-31,-11,-83,-49,-45,-84,-8,-51,-62,-3,-70,-40,-17,-5,-23,-63,-14,-50,-26,-66,-24,-46,-2,-21,-76,-1,-43,-12,-78,-22,-10,-82,-56,-59,-75,-32,-6,-68,-69,-57,-9,-37,-86,-81,-65,-64,-55,-85,-28,-20,-71,-38,-19,-54,-48,-67,-33,-30,-16,-77,-73,-74,-61,-29,-53,-13,-4,-42
-73,-83,-23,-40,-69,-37,-31,-12,-8,-82,-55,-64,-48,-78,-74,-86,-14,-28,-81,-1,-85,-71,-34,-22,-20,-88,-62,-56,-61,-38,-84,-68,-26,-33,-30,-70,-36,-49,-79,-42,-47,-29,-4,-16,-59,-2,-19,-39,-75,-24,-9,-65,-3,-10,-13,-66,-25,-60,-72,-27,-41,-15,-5,-53,-87,-11,-50,-63,-77,-21,-52,-76,-7,-45,-43,-17,-6,-35,-58,-46,-51,-44,-57,-18,-80,-67,-32,-54
-15,-57,-72,-20,-52,-73,-4,-81,-19,-28,-55,-9,-47,-70,-14,-75,-53,-27,-85,-11,-77,-46,-21,-30,-7,-80,-6,-2,-76,-13,-37,-66,-3,-39,-54,-67,-16,-88,-63,-32,-59,-82,-36,-22,-56,-29,-58,-34,-10,-44,-1,-83,-84,-18,-71,-33,-50,-64,-79,-65,-62,-5,-43,-48,-40,-69,-31,-41,-42,-25,-68,-61,-8,-26,-74,-78,-38,-23,-49,-12,-51,-17,-45,-24,-60,-35,-86,-87
-56,-26,-3,-82,-20,-86,-34,-81,-63,-21,-54,-73,-14,-74,-11,-37,-16,-61,-71,-48,-51,-6,-30,-9,-32,-43,-85,-18,-28,-69,-29,-72,-40,-77,-60,-64,-36,-62,-45,-44,-19,-66,-59,-31,-76,-83,-27,-35,-39,-38,-41,-75,-49,-84,-78,-7,-22,-10,-17,-53,-67,-15,-58,-88,-52,-33,-24,-79,-1,-2,-23,-4,-12,-55,-5,-42,-13,-57,-65,-87,-80,-68,-50,-25,-70,-46,-8,-47
-69,-22,-29,-9,-58,-16,-31,-62,-54,-78,-71,-65,-32,-43,-35,-49,-13,-68,-67,-64,-50,-7,-12,-25,-76,-77,-42,-39,-30,-11,-23,-36,-26,-20,-44,-72,-24,-74,-21,-34,-47,-10,-41,-19,-52,-37,-59,-33,-48,-14,-1,-82,-46,-3,-73,-15,-17,-70,-85,-63,-8,-5,-28,-53,-88,-45,-57,-60,-40,-83,-51,-56,-55,-84,-75,-27,-4,-79,-66,-81,-86,-6,-87,-18,-61,-38,-2,-80
