"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88"
-13,-81,-46,-31,-5,-84,-33,-74,-17,-88,-50,-11,-41,-72,-40,-71,-28,-64,-86,-8,-7,-10,-78,-48,-80,-47,-27,-44,-35,-16,-22,-14,-73,-51,-61,-1,-59,-65,-36,-34,-54,-49,-66,-23,-43,-29,-12,-70,-19,-38,-30,-85,-68,-24,-4,-55,-79,-9,-83,-82,-69,-57,-87,-37,-52,-2,-21,-63,-20,-6,-58,-75,-45,-3,-15,-18,-62,-53,-25,-60,-67,-56,-39,-26,-76,-42,-77,-32
-47,-24,-53,-80,-83,-8,-10,-36,-48,-85,-25,-41,-28,-71,-63,-42,-21,-35,-79,-2,-20,-77,-69,-54,-44,-64,-58,-87,-37,-30,-59,-68,-56,-17,-7,-61,-45,-75,-11,-12,-84,-27,-78,-34,-32,-39,-5,-82,-49,-33,-15,-52,-19,-76,-23,-4,-57,-26,-62,-31,-73,-81,-3,-51,-6,-86,-55,-40,-29,-22,-46,-60,-18,-72,-88,-74,-65,-66,-43,-70,-9,-50,-1,-13,-67,-16,-14,-38
-2,-63,-28,-81,-85,-52,-32,-86,-82,-19,-77,-12,-83,-5,-84,-17,-55,-58,-25,-50,-21,-59,-38,-13,-76,-3,-11,-57,-45,-44,-34,-62,-65,-87,-78,-43,-24,-36,-54,-14,-37,-22,-33,-20,-42,-29,-30,-51,-18,-64,-60,-27,-67,-35,-53,-7,-72,-23,-31,-6,-49,-88,-56,-75,-41,-10,-71,-73,-46,-1,-26,-79,-66,-48,-70,-69,-61,-40,-47,-80,-8,-74,-39,-68,-16,-4,-9,-15
-47,-84,-44,-78,-41,-86,-22,-36,-33,-21,-40,-69,-11,-59,-56,-35,-66,-57,-63,-18,-81,-74,-46,-55,-25,-37,-15,-85,-48,-12,-4,-8,-83,-5,-45,-23,-51,-30,-38,-6,-31,-28,-58,-60,-77,-61,-50,-68,-3,-10,-73,-43,-24,-20,-80,-27,-79,-42,-88,-16,-75,-65,-39,-67,-52,-49,-13,-34,-17,-62,-29,-7,-64,-87,-2,-32,-9,-72,-76,-1,-26,-53,-54,-70,-71,-19,-82,-14
-71,-51,-48,-36,-34,-46,-29,-80,-38,-22,-35,-76,-8,-21,-47,-75,-26,-49,-4,-62,-85,-15,-13,-39,-3,-87,-63,-9,-72,-65,-2,-14,-40,-55,-73,-25,-70,-68,-88,-16,-12,-66,-10,-1,-41,-27,-44,-79,-6,-52,-18,-64,-53,-17,-45,-5,-33,-42,-84,-31,-69,-86,-50,-54,-56,-82,-28,-20,-32,-23,-30,-60,-11,-77,-43,-81,-37,-19,-74,-67,-7,-78,-57,-83,-61,-58,-24,-59
-58,-62,-25,-74,-64,-84,-49,-35,-51,-73,-61,-19,-71,-37,-24,-50,-18,-82,-8,-36,-48,-17,-79,-40,-6,-15,-72,-86,-41,-4,-52,-85,-22,-34,-43,-42,-21,-80,-10,-83,-32,-28,-88,-2,-57,-81,-59,-66,-14,-87,-27,-46,-5,-11,-45,-3,-65,-54,-47,-53,-20,-78,-13,-68,-12,-55,-16,-33,-38,-31,-67,-60,-63,-23,-56,-75,-7,-30,-44,-39,-70,-1,-69,-76,-77,-9,-26,-29
-20,-83,-74,-67,-9,-43,-3,-13,-52,-8,-32,-36,-35,-84,-16,-47,-40,-57,-5,-31,-46,-28,-30,-80,-42,-11,-85,-6,-50,-51,-76,-41,-64,-29,-27,-78,-1,-73,-71,-65,-68,-33,-86,-12,-37,-34,-56,-70,-45,-66,-62,-15,-82,-49,-69,-58,-22,-55,-87,-81,-79,-77,-24,-54,-48,-61,-2,-7,-59,-21,-39,-25,-44,-17,-10,-88,-4,-63,-19,-60,-18,-26,-75,-72,-53,-38,-23,-14
-49,-53,-24,-39,-14,-78,-7,-4,-84,-77,-50,-38,-29,-10,-66,-83,-2,-82,-59,-35,-15,-88,-81,-57,-72,-12,-54,-51,-80,-67,-44,-32,-19,-47,-37,-5,-22,-75,-70,-71,-33,-76,-41,-6,-48,-30,-64,-23,-31,-40,-1,-18,-21,-62,-13,-26,-56,-28,-20,-11,-68,-45,-43,-63,-46,-34,-60,-69,-16,-36,-61,-52,-42,-85,-17,-74,-25,-79,-58,-9,-65,-27,-87,-3,-55,-8,-86,-73
-45,-25,-37,-87,-88,-55,-35,-40,-79,-4,-57,-73,-59,-65,-11,-5,-63,-31,-64,-69,-24,-38,-47,-20,-8,-43,-86,-58,-84,-83,-18,-68,-60,-30,-34,-12,-76,-3,-48,-1,-78,-33,-85,-19,-54,-9,-56,-32,-51,-22,-6,-52,-2,-72,-74,-41,-80,-77,-29,-23,-61,-71,-62,-81,-67,-10,-82,-21,-28,-36,-13,-66,-50,-39,-7,-44,-17,-46,-70,-15,-27,-26,-14,-42,-75,-53,-49,-16
-83,-71,-50,-65,-60,-48,-8,-42,-12,-81,-85,-9,-2,-84,-21,-25,-86,-64,-13,-37,-5,-75,-58,-40,-45,-68,-43,-69,-10,-4,-1,-49,-74,-73,-33,-47,-70,-7,-34,-6,-87,-44,-67,-88,-62,-29,-14,-61,-11,-27,-23,-17,-79,-16,-53,-77,-63,-39,-28,-22,-76,-32,-78,-80,-72,-31,-18,-20,-52,-57,-46,-15,-26,-36,-59,-24,-55,-82,-51,-56,-54,-30,-3,-66,-41,-19,-38,-35
