"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
-22,-72,-8,-73,-96,-46,-88,-75,-79,-29,-15,-28,-49,-26,-38,-47,-37,-53,-84,-23,-78,-44,-11,-58,-1,-85,-56,-77,-57,-74,-20,-100,-40,-30,-43,-62,-76,-52,-86,-18,-12,-80,-39,-25,-35,-41,-92,-64,-6,-82,-91,-42,-31,-95,-99,-93,-66,-63,-3,-9,-55,-14,-70,-27,-33,-34,-4,-16,-21,-48,-71,-32,-59,-36,-81,-67,-90,-83,-7,-51,-17,-87,-10,-19,-50,-24,-61,-2,-5,-45,-13,-94,-68,-54,-97,-60,-89,-69,-98,-65
-57,-48,-15,-5,-76,-49,-18,-90,-20,-8,-33,-4,-81,-72,-84,-94,-22,-7,-55,-21,-54,-78,-93,-82,-65,-64,-98,-38,-52,-32,-61,-97,-79,-23,-37,-95,-87,-27,-75,-24,-39,-58,-16,-100,-35,-69,-25,-9,-53,-60,-19,-17,-92,-6,-26,-74,-96,-13,-2,-36,-71,-40,-51,-44,-50,-77,-46,-68,-63,-66,-73,-10,-85,-3,-83,-80,-86,-89,-70,-62,-91,-30,-34,-12,-28,-59,-42,-43,-14,-1,-88,-45,-47,-41,-67,-29,-99,-11,-31,-56
-75,-92,-76,-62,-86,-83,-66,-72,-3,-80,-6,-14,-60,-5,-40,-100,-91,-21,-23,-49,-45,-35,-79,-33,-16,-12,-74,-34,-36,-38,-55,-8,-39,-98,-27,-24,-63,-31,-30,-42,-85,-44,-51,-73,-7,-13,-56,-89,-95,-96,-53,-57,-2,-59,-54,-67,-99,-70,-64,-1,-68,-77,-81,-82,-52,-46,-11,-17,-22,-97,-26,-18,-69,-37,-65,-50,-43,-58,-90,-10,-32,-19,-29,-93,-87,-9,-48,-4,-88,-78,-15,-94,-41,-20,-28,-25,-84,-47,-61,-71
-82,-77,-61,-2,-89,-70,-38,-28,-50,-100,-1,-4,-24,-98,-45,-85,-58,-67,-83,-34,-52,-99,-15,-29,-93,-78,-20,-90,-10,-13,-26,-64,-79,-75,-6,-66,-17,-31,-92,-55,-22,-91,-25,-51,-32,-19,-62,-47,-71,-76,-53,-21,-5,-23,-63,-46,-9,-39,-30,-7,-11,-87,-96,-8,-95,-35,-97,-48,-41,-60,-74,-94,-84,-49,-33,-80,-88,-86,-16,-42,-36,-56,-40,-65,-72,-44,-37,-14,-57,-43,-18,-3,-81,-54,-59,-12,-68,-27,-69,-73
-54,-97,-68,-55,-76,-70,-91,-53,-89,-67,-63,-30,-99,-33,-25,-8,-81,-15,-29,-17,-93,-85,-2,-10,-77,-65,-64,-92,-21,-57,-59,-94,-90,-16,-14,-42,-84,-56,-28,-48,-11,-60,-6,-50,-87,-19,-66,-34,-13,-88,-23,-27,-86,-95,-35,-43,-40,-7,-83,-58,-1,-46,-75,-39,-20,-3,-61,-5,-82,-69,-72,-78,-98,-9,-44,-62,-45,-37,-47,-31,-74,-32,-12,-52,-73,-41,-49,-38,-24,-80,-26,-96,-22,-4,-36,-71,-100,-79,-51,-18
-43,-2,-40,-93,-74,-34,-27,-89,-59,-75,-11,-35,-49,-64,-61,-28,-97,-7,-32,-68,-70,-88,-99,-30,-57,-29,-1,-91,-17,-65,-25,-38,-95,-21,-78,-42,-31,-19,-23,-20,-5,-87,-56,-62,-72,-14,-73,-45,-92,-86,-85,-100,-15,-37,-58,-6,-80,-41,-96,-53,-60,-50,-47,-79,-71,-67,-66,-4,-52,-94,-9,-12,-54,-26,-18,-51,-36,-98,-76,-39,-90,-3,-8,-33,-84,-69,-46,-77,-48,-55,-44,-24,-63,-22,-10,-13,-82,-16,-81,-83
-69,-58,-88,-72,-77,-1,-21,-89,-86,-38,-47,-16,-25,-24,-23,-27,-32,-30,-34,-45,-93,-59,-48,-71,-79,-8,-68,-85,-39,-10,-40,-49,-98,-37,-54,-81,-95,-35,-2,-74,-3,-99,-60,-7,-19,-87,-80,-55,-73,-46,-67,-15,-36,-9,-50,-11,-83,-31,-17,-82,-84,-14,-70,-94,-100,-57,-51,-26,-61,-52,-65,-78,-41,-64,-62,-18,-5,-53,-4,-63,-33,-28,-13,-20,-66,-91,-92,-90,-12,-44,-6,-56,-29,-42,-75,-43,-76,-22,-97,-96
-24,-52,-93,-64,-95,-23,-13,-91,-43,-90,-30,-27,-98,-86,-26,-69,-94,-5,-57,-21,-34,-92,-61,-49,-28,-53,-77,-15,-88,-6,-84,-56,-70,-42,-100,-18,-9,-51,-66,-76,-87,-74,-31,-54,-8,-82,-83,-50,-73,-63,-46,-17,-44,-81,-22,-97,-79,-20,-65,-29,-38,-60,-11,-48,-39,-35,-2,-3,-72,-45,-1,-62,-80,-71,-75,-32,-19,-41,-96,-58,-99,-37,-55,-7,-89,-36,-12,-85,-4,-68,-33,-67,-47,-40,-10,-16,-25,-14,-78,-59
-67,-34,-51,-48,-30,-25,-26,-76,-41,-58,-81,-69,-100,-87,-12,-35,-92,-55,-77,-59,-27,-39,-65,-49,-93,-20,-68,-14,-16,-13,-91,-85,-90,-5,-70,-47,-98,-8,-37,-3,-15,-75,-6,-99,-96,-33,-23,-89,-97,-54,-63,-29,-31,-71,-66,-56,-42,-50,-2,-46,-83,-7,-10,-43,-82,-73,-24,-88,-57,-86,-21,-17,-64,-1,-78,-18,-28,-80,-61,-9,-40,-60,-74,-45,-53,-32,-44,-94,-19,-62,-11,-95,-52,-4,-38,-36,-72,-79,-22,-84
-23,-42,-58,-41,-91,-24,-93,-1,-77,-34,-47,-2,-40,-66,-54,-62,-97,-19,-32,-100,-38,-52,-61,-83,-72,-45,-92,-87,-76,-96,-70,-89,-85,-86,-16,-33,-29,-31,-6,-7,-37,-90,-20,-68,-18,-67,-80,-98,-39,-53,-95,-14,-69,-28,-46,-74,-60,-30,-88,-15,-26,-5,-56,-99,-49,-75,-17,-79,-73,-43,-4,-25,-64,-11,-51,-27,-35,-71,-44,-48,-21,-94,-9,-3,-57,-78,-65,-59,-8,-55,-84,-81,-13,-63,-22,-10,-82,-12,-36,-50
-6,-49,-45,-46,-61,-70,-32,-34,-55,-17,-8,-59,-88,-92,-97,-93,-82,-62,-28,-56,-47,-26,-74,-86,-15,-94,-37,-40,-19,-96,-20,-21,-48,-31,-73,-51,-54,-13,-60,-24,-52,-38,-69,-41,-10,-83,-29,-89,-43,-87,-36,-75,-16,-100,-35,-98,-79,-30,-76,-67,-84,-18,-90,-71,-25,-78,-22,-12,-44,-72,-27,-14,-3,-9,-77,-11,-63,-85,-68,-50,-81,-57,-58,-4,-23,-99,-66,-80,-42,-2,-7,-91,-53,-65,-39,-33,-95,-5,-64,-1
-69,-12,-19,-73,-53,-67,-95,-98,-59,-42,-97,-5,-44,-60,-13,-40,-96,-1,-9,-79,-100,-37,-16,-31,-21,-58,-48,-64,-27,-28,-35,-63,-91,-93,-26,-77,-87,-41,-78,-33,-45,-20,-30,-85,-65,-39,-25,-49,-7,-92,-76,-55,-34,-18,-4,-24,-54,-10,-43,-88,-84,-80,-46,-89,-81,-74,-11,-15,-61,-83,-22,-3,-99,-2,-47,-36,-66,-71,-90,-8,-56,-75,-32,-68,-62,-70,-50,-38,-6,-51,-82,-17,-72,-29,-57,-14,-94,-23,-52,-86
-68,-81,-54,-87,-66,-30,-31,-21,-20,-47,-73,-5,-80,-98,-71,-59,-93,-12,-10,-86,-95,-3,-76,-78,-16,-70,-17,-44,-14,-6,-67,-7,-100,-83,-43,-18,-40,-35,-36,-33,-55,-61,-41,-90,-51,-25,-84,-91,-64,-22,-99,-56,-38,-65,-75,-79,-58,-15,-9,-32,-46,-39,-45,-50,-88,-26,-53,-4,-77,-97,-48,-19,-24,-94,-62,-42,-49,-52,-29,-82,-34,-60,-72,-2,-57,-1,-37,-13,-27,-23,-63,-28,-74,-8,-96,-69,-92,-11,-89,-85
