"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
30,84,52,61,82,16,60,43,87,79,21,14,10,63,72,45,32,93,4,12,20,48,50,25,18,27,29,3,22,99,95,38,81,91,83,23,51,34,41,55,57,75,37,1,64,19,35,26,5,62,11,15,17,54,70,59,80,65,97,68,86,33,94,69,98,92,73,71,44,39,58,31,100,24,42,40,7,53,13,89,77,56,66,9,74,88,96,2,76,49,28,90,46,85,8,67,36,47,78,6
32,60,28,15,38,11,5,40,95,55,58,26,23,30,39,20,81,53,47,10,49,67,25,76,89,79,86,9,99,29,14,88,16,77,87,33,56,24,7,13,80,12,19,96,21,41,92,27,82,71,37,6,78,98,35,46,1,91,64,44,34,36,73,52,100,22,63,50,66,48,18,54,70,85,90,43,72,83,65,31,97,51,84,69,4,74,42,93,8,75,2,68,17,59,94,57,3,62,61,45
95,77,31,30,59,96,25,11,19,72,3,74,57,67,82,9,47,98,7,94,86,32,91,62,99,44,80,15,46,69,43,2,5,38,79,56,10,4,42,51,1,50,35,29,89,16,83,78,71,6,36,26,90,55,52,87,8,93,54,23,61,21,18,97,28,73,45,88,41,66,60,12,75,100,27,22,63,17,53,20,85,70,84,92,68,37,76,48,24,65,39,13,64,40,14,81,58,34,33,49
23,72,10,18,33,49,53,2,27,82,32,40,63,61,44,85,42,14,36,64,71,29,74,6,98,62,91,88,22,80,76,9,1,50,77,3,81,97,57,25,15,56,12,5,7,84,39,87,17,58,20,55,21,67,90,24,41,75,51,69,35,100,99,70,86,37,26,45,43,66,89,38,78,34,52,28,47,68,79,46,93,31,19,59,16,94,54,30,83,4,95,73,60,48,8,65,96,13,11,92
77,40,13,86,73,10,54,51,83,31,48,61,37,65,91,85,19,63,9,29,38,68,5,79,33,18,100,34,43,15,88,87,2,11,6,75,17,42,82,1,57,59,72,52,95,4,24,89,21,46,27,97,25,23,81,53,8,41,69,50,90,22,30,45,67,71,49,66,58,98,94,62,78,93,14,56,3,70,74,36,35,47,99,92,76,39,7,80,28,55,20,84,44,96,26,60,12,16,64,32
13,20,22,23,65,61,40,8,11,27,12,94,85,10,83,86,97,84,5,70,28,48,2,45,64,78,30,58,50,77,36,6,4,62,42,24,49,32,92,96,1,43,100,93,35,14,66,26,44,57,9,52,98,59,80,91,38,95,87,31,56,3,53,76,15,75,17,60,88,16,71,90,79,39,18,46,63,21,34,68,55,82,47,89,74,72,73,69,67,33,41,19,37,99,25,81,54,51,7,29
89,76,75,81,86,100,95,29,67,59,22,31,9,41,34,49,98,74,27,21,66,63,64,32,10,8,93,79,72,69,1,14,46,33,52,83,77,70,45,39,85,58,25,12,19,7,97,55,92,36,73,3,4,53,88,6,26,84,96,54,99,13,48,44,37,15,62,17,38,47,11,16,65,68,35,60,40,20,56,61,30,28,5,94,71,50,91,18,57,87,24,42,82,2,78,43,90,80,23,51
28,24,88,66,33,84,91,35,16,41,23,20,34,62,94,42,71,98,7,50,86,51,6,55,46,77,65,21,39,31,95,93,70,19,48,72,89,75,83,36,15,49,43,29,53,25,74,79,96,40,30,92,4,12,69,11,47,10,9,45,1,80,5,99,60,22,61,59,54,81,64,82,67,78,38,90,57,100,13,58,73,76,26,97,17,85,3,32,2,18,8,37,56,27,52,87,14,68,63,44
85,32,45,66,89,41,59,52,61,60,24,74,39,73,95,93,80,98,17,1,4,78,92,14,62,94,42,26,25,35,96,38,23,54,87,20,40,88,48,91,63,44,29,22,27,70,76,75,30,10,53,8,90,3,55,47,15,79,97,71,12,9,69,68,67,36,28,11,82,7,19,5,21,46,31,77,16,56,99,58,13,43,84,49,72,86,2,81,65,34,51,57,64,83,37,100,50,18,33,6
41,49,89,13,76,38,93,48,31,42,53,11,81,7,55,61,39,100,75,51,60,91,73,37,45,29,47,33,57,36,8,96,1,28,92,77,58,20,18,2,24,86,72,15,70,84,3,80,17,9,88,19,5,90,74,6,40,99,21,27,22,30,16,59,35,82,78,14,25,56,26,71,79,69,32,98,85,23,83,64,68,65,63,46,52,95,4,67,62,50,66,94,12,44,87,97,34,54,43,10
68,47,66,90,67,71,95,20,75,94,21,36,22,27,73,32,91,23,17,26,59,60,19,72,88,83,56,34,38,51,8,3,98,80,84,18,10,2,87,6,49,86,44,25,65,100,81,48,12,99,61,77,39,70,16,57,85,31,82,1,40,96,97,41,24,45,4,14,62,74,93,53,79,15,11,5,13,63,64,69,55,78,89,37,54,46,50,9,29,43,58,92,42,28,33,76,30,35,7,52
