"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
-82,-81,-83,-61,-50,-84,-94,-5,-29,-44,-77,-68,-71,-13,-38,-49,-93,-51,-23,-97,-69,-26,-56,-63,-86,-24,-88,-85,-10,-87,-39,-34,-45,-25,-80,-17,-12,-43,-47,-53,-54,-11,-65,-52,-66,-42,-96,-75,-40,-74,-90,-64,-41,-33,-89,-60,-98,-18,-9,-15,-32,-6,-57,-55,-91,-78,-31,-22,-95,-35,-67,-21,-100,-73,-59,-3,-79,-19,-8,-4,-58,-62,-46,-7,-20,-92,-36,-14,-76,-16,-70,-72,-48,-37,-27,-99,-2,-28,-1,-30
-45,-56,-100,-95,-59,-97,-79,-47,-10,-2,-48,-65,-23,-13,-41,-30,-15,-50,-91,-11,-26,-78,-3,-21,-54,-68,-25,-87,-60,-20,-71,-33,-4,-89,-84,-67,-55,-77,-98,-18,-34,-64,-83,-57,-58,-76,-73,-63,-62,-14,-42,-51,-31,-75,-43,-39,-52,-32,-90,-5,-12,-81,-93,-88,-1,-70,-44,-72,-94,-7,-96,-28,-9,-86,-82,-24,-35,-19,-17,-46,-66,-53,-80,-29,-49,-74,-40,-36,-99,-92,-61,-37,-69,-8,-27,-22,-16,-38,-85,-6
-42,-18,-32,-38,-37,-48,-10,-96,-76,-16,-46,-6,-26,-8,-93,-49,-39,-83,-86,-95,-21,-99,-78,-75,-85,-89,-24,-97,-87,-15,-80,-74,-12,-14,-28,-45,-43,-50,-36,-92,-19,-33,-44,-11,-72,-55,-69,-34,-65,-63,-56,-5,-58,-54,-23,-41,-40,-88,-53,-1,-70,-57,-7,-20,-61,-82,-91,-13,-73,-9,-66,-25,-22,-17,-94,-29,-59,-71,-79,-84,-100,-77,-62,-51,-47,-35,-90,-4,-64,-60,-52,-68,-98,-81,-27,-67,-3,-2,-31,-30
-76,-39,-98,-85,-58,-36,-42,-37,-66,-69,-2,-81,-31,-3,-54,-28,-40,-91,-86,-8,-51,-59,-53,-27,-89,-25,-29,-100,-87,-60,-64,-13,-1,-4,-7,-44,-52,-43,-80,-77,-45,-38,-32,-16,-75,-70,-93,-79,-62,-20,-46,-83,-15,-11,-6,-88,-33,-99,-41,-9,-61,-78,-73,-90,-5,-84,-63,-92,-30,-56,-49,-65,-22,-97,-82,-10,-55,-71,-57,-35,-47,-67,-12,-26,-95,-96,-94,-74,-24,-68,-21,-23,-72,-50,-34,-18,-17,-48,-14,-19
-13,-43,-18,-65,-81,-84,-27,-93,-32,-20,-14,-29,-26,-15,-98,-12,-46,-85,-24,-91,-58,-80,-83,-77,-96,-76,-69,-31,-36,-78,-33,-5,-75,-62,-73,-6,-19,-34,-64,-95,-30,-55,-90,-37,-38,-60,-61,-9,-70,-92,-50,-53,-48,-97,-87,-82,-35,-17,-45,-89,-63,-86,-21,-47,-11,-10,-66,-74,-99,-3,-1,-16,-23,-100,-39,-56,-25,-94,-40,-67,-72,-79,-2,-44,-22,-88,-7,-59,-51,-57,-54,-52,-49,-71,-42,-68,-41,-8,-4,-28
-58,-70,-65,-1,-80,-23,-4,-16,-35,-98,-34,-3,-53,-15,-26,-75,-29,-10,-74,-68,-49,-97,-8,-67,-31,-46,-60,-37,-25,-87,-17,-30,-33,-86,-62,-88,-57,-9,-48,-45,-99,-6,-100,-51,-47,-39,-38,-36,-69,-90,-64,-91,-41,-83,-66,-81,-96,-71,-82,-12,-13,-89,-56,-28,-14,-78,-50,-20,-77,-44,-27,-73,-43,-59,-21,-5,-55,-32,-63,-85,-93,-95,-84,-76,-92,-18,-7,-61,-19,-52,-40,-94,-79,-72,-24,-42,-22,-2,-54,-11
-47,-49,-27,-59,-4,-26,-82,-69,-30,-63,-81,-62,-75,-15,-91,-2,-29,-35,-28,-84,-66,-25,-96,-3,-38,-1,-53,-51,-13,-5,-33,-44,-95,-93,-71,-54,-56,-77,-52,-97,-58,-76,-21,-37,-88,-9,-65,-48,-36,-74,-46,-60,-78,-89,-72,-73,-99,-20,-40,-10,-92,-19,-32,-100,-94,-43,-50,-68,-31,-42,-16,-14,-87,-80,-22,-64,-70,-67,-24,-6,-12,-45,-79,-90,-83,-98,-85,-18,-41,-61,-39,-11,-8,-17,-7,-34,-23,-57,-86,-55
-24,-91,-43,-39,-99,-9,-3,-44,-33,-67,-51,-19,-15,-50,-61,-22,-28,-65,-68,-90,-72,-59,-98,-4,-58,-45,-79,-56,-38,-6,-75,-20,-92,-42,-94,-12,-71,-1,-25,-93,-17,-34,-100,-16,-60,-97,-18,-30,-88,-41,-57,-54,-29,-96,-70,-89,-85,-31,-13,-32,-49,-76,-53,-26,-52,-95,-55,-36,-23,-74,-77,-86,-14,-83,-87,-37,-64,-11,-21,-84,-81,-35,-80,-73,-47,-78,-63,-27,-66,-69,-82,-10,-7,-62,-48,-46,-5,-40,-8,-2
-50,-82,-85,-56,-25,-71,-11,-43,-89,-44,-21,-17,-54,-48,-26,-34,-66,-46,-84,-93,-60,-53,-79,-32,-61,-41,-18,-68,-29,-99,-42,-20,-65,-39,-90,-59,-37,-24,-49,-88,-23,-10,-55,-2,-40,-96,-98,-58,-74,-47,-27,-51,-9,-76,-12,-94,-97,-86,-83,-69,-13,-73,-14,-100,-8,-4,-16,-52,-63,-87,-72,-92,-19,-75,-6,-77,-31,-64,-33,-80,-36,-57,-81,-95,-38,-3,-15,-1,-5,-67,-22,-62,-28,-45,-30,-91,-78,-70,-35,-7
-83,-10,-77,-21,-80,-53,-13,-47,-29,-87,-86,-70,-33,-20,-4,-12,-66,-94,-96,-98,-36,-56,-38,-62,-25,-31,-55,-78,-61,-6,-91,-24,-49,-72,-99,-8,-23,-59,-19,-39,-43,-90,-63,-32,-95,-48,-52,-35,-42,-76,-37,-97,-28,-3,-89,-81,-18,-82,-5,-60,-16,-45,-1,-64,-27,-26,-88,-51,-40,-2,-71,-17,-9,-69,-7,-15,-68,-54,-65,-75,-74,-50,-84,-58,-41,-100,-44,-11,-30,-67,-22,-93,-57,-73,-79,-92,-14,-46,-85,-34
