"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
-94,-87,-61,-57,-37,-17,-48,-54,-4,-75,-93,-79,-5,-78,-46,-71,-47,-90,-53,-66,-23,-28,-63,-32,-42,-31,-68,-76,-50,-19,-22,-74,-49,-77,-14,-96,-43,-60,-39,-2,-40,-24,-91,-6,-65,-36,-73,-72,-69,-33,-26,-12,-97,-92,-10,-38,-64,-86,-45,-34,-25,-35,-83,-7,-52,-9,-21,-82,-95,-51,-13,-20,-44,-84,-100,-85,-98,-27,-16,-1,-62,-89,-58,-56,-67,-18,-29,-99,-81,-30,-55,-59,-11,-8,-70,-3,-41,-88,-80,-15
-44,-100,-23,-76,-90,-93,-40,-65,-64,-29,-4,-36,-70,-94,-78,-71,-15,-28,-92,-80,-46,-53,-7,-56,-26,-51,-16,-83,-14,-27,-24,-89,-75,-10,-3,-95,-6,-35,-62,-69,-50,-54,-99,-58,-8,-48,-32,-20,-68,-57,-34,-17,-81,-5,-33,-39,-25,-79,-55,-2,-66,-31,-85,-21,-11,-72,-63,-12,-96,-86,-49,-67,-61,-59,-41,-1,-37,-47,-22,-9,-82,-18,-74,-88,-13,-77,-45,-42,-97,-84,-87,-60,-98,-30,-19,-52,-43,-91,-38,-73
-75,-98,-85,-46,-55,-60,-25,-16,-84,-50,-62,-40,-73,-61,-100,-13,-34,-47,-38,-66,-80,-7,-56,-92,-70,-3,-2,-5,-39,-36,-8,-90,-57,-11,-6,-20,-31,-15,-59,-23,-26,-45,-1,-29,-49,-99,-78,-10,-28,-54,-67,-51,-9,-96,-69,-4,-71,-27,-21,-64,-82,-68,-95,-74,-77,-41,-72,-18,-37,-65,-76,-35,-24,-17,-53,-44,-48,-42,-14,-12,-83,-30,-43,-93,-33,-81,-22,-63,-87,-88,-86,-19,-97,-58,-91,-94,-32,-79,-52,-89
-12,-70,-80,-44,-48,-83,-76,-49,-42,-90,-24,-34,-85,-78,-2,-64,-96,-46,-84,-23,-11,-30,-31,-97,-68,-41,-57,-26,-22,-10,-77,-100,-4,-17,-33,-60,-81,-51,-47,-13,-62,-69,-79,-19,-38,-39,-74,-18,-43,-67,-20,-16,-71,-73,-37,-87,-5,-98,-63,-28,-40,-55,-66,-59,-88,-27,-9,-3,-32,-61,-29,-50,-1,-35,-53,-95,-89,-94,-58,-72,-93,-36,-75,-82,-65,-56,-45,-21,-54,-15,-52,-8,-14,-91,-92,-25,-6,-86,-99,-7
-88,-13,-75,-93,-16,-3,-73,-37,-83,-63,-23,-12,-20,-100,-57,-76,-27,-66,-82,-52,-67,-78,-11,-81,-14,-48,-89,-68,-51,-94,-47,-64,-44,-24,-1,-42,-90,-30,-59,-85,-26,-86,-40,-29,-99,-77,-9,-69,-45,-18,-38,-56,-96,-31,-39,-33,-65,-41,-32,-19,-15,-54,-72,-6,-61,-36,-49,-7,-91,-79,-74,-60,-70,-58,-46,-50,-25,-22,-53,-4,-35,-87,-97,-2,-80,-71,-21,-5,-84,-95,-43,-28,-92,-17,-55,-98,-10,-34,-62,-8
-36,-21,-99,-28,-82,-1,-74,-24,-66,-7,-11,-91,-76,-27,-15,-71,-53,-90,-25,-14,-33,-10,-9,-88,-51,-94,-32,-29,-95,-35,-80,-61,-41,-44,-3,-30,-89,-43,-65,-37,-84,-39,-75,-56,-69,-12,-40,-54,-63,-96,-77,-17,-48,-92,-16,-58,-20,-50,-4,-34,-22,-86,-83,-45,-23,-26,-31,-78,-79,-5,-42,-93,-13,-59,-81,-55,-68,-67,-49,-70,-8,-73,-46,-57,-19,-47,-62,-6,-64,-98,-97,-38,-60,-52,-72,-87,-2,-85,-18,-100
-21,-72,-16,-43,-32,-5,-39,-40,-23,-22,-66,-87,-24,-96,-65,-83,-85,-48,-14,-20,-61,-53,-52,-33,-42,-76,-47,-99,-93,-41,-15,-34,-8,-4,-44,-19,-7,-29,-80,-64,-35,-91,-68,-92,-73,-84,-17,-88,-67,-70,-10,-94,-74,-75,-2,-13,-45,-54,-25,-56,-63,-62,-98,-28,-57,-69,-78,-3,-1,-59,-82,-50,-100,-51,-46,-6,-90,-36,-58,-9,-30,-81,-55,-26,-89,-86,-60,-27,-77,-79,-31,-37,-38,-71,-97,-12,-95,-11,-49,-18
-82,-37,-95,-88,-26,-13,-56,-19,-78,-12,-64,-51,-25,-75,-66,-33,-2,-87,-1,-44,-72,-30,-65,-58,-100,-52,-43,-86,-21,-55,-16,-45,-27,-17,-38,-34,-70,-83,-73,-69,-46,-8,-57,-32,-49,-6,-36,-90,-41,-84,-98,-91,-96,-80,-20,-68,-85,-15,-11,-61,-18,-7,-59,-39,-24,-23,-5,-99,-35,-77,-3,-60,-79,-48,-63,-89,-14,-10,-97,-76,-81,-47,-29,-53,-28,-92,-54,-9,-40,-31,-4,-94,-42,-50,-71,-62,-22,-67,-74,-93
-18,-22,-1,-23,-14,-76,-75,-41,-46,-30,-70,-84,-53,-66,-59,-24,-12,-86,-15,-25,-31,-27,-16,-20,-67,-44,-77,-97,-2,-51,-80,-73,-58,-36,-5,-79,-37,-88,-43,-89,-50,-48,-69,-10,-61,-39,-11,-85,-57,-45,-8,-62,-47,-54,-28,-63,-68,-94,-17,-33,-49,-6,-90,-82,-71,-42,-29,-3,-93,-38,-13,-52,-87,-98,-21,-65,-55,-83,-4,-19,-74,-99,-95,-92,-56,-64,-32,-78,-7,-96,-81,-40,-91,-9,-26,-60,-35,-34,-72,-100
-65,-9,-97,-75,-76,-77,-19,-98,-25,-44,-29,-61,-94,-80,-34,-83,-31,-88,-5,-72,-43,-18,-95,-20,-53,-27,-54,-40,-35,-99,-70,-28,-7,-16,-8,-52,-2,-55,-37,-21,-84,-60,-14,-22,-93,-69,-74,-56,-81,-64,-90,-85,-17,-100,-3,-12,-92,-15,-79,-68,-51,-1,-78,-45,-48,-41,-71,-6,-59,-4,-11,-30,-24,-38,-49,-26,-82,-36,-10,-13,-96,-47,-46,-23,-33,-87,-86,-73,-58,-91,-67,-39,-32,-89,-57,-42,-62,-66,-63,-50
