"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88"
-78,-9,-42,-87,-53,-59,-66,-35,-39,-72,-37,-77,-10,-14,-4,-44,-81,-73,-79,-31,-33,-85,-23,-46,-18,-61,-19,-69,-50,-28,-57,-65,-88,-58,-5,-21,-8,-13,-40,-74,-48,-45,-30,-84,-82,-1,-68,-80,-86,-34,-55,-2,-27,-20,-83,-15,-36,-70,-54,-26,-67,-3,-47,-75,-12,-52,-49,-43,-76,-17,-71,-62,-32,-41,-63,-60,-64,-25,-7,-16,-11,-51,-29,-38,-22,-24,-56,-6
-10,-2,-27,-74,-26,-75,-9,-36,-87,-15,-47,-52,-85,-13,-82,-69,-65,-18,-34,-40,-55,-54,-5,-84,-64,-80,-37,-78,-30,-76,-44,-17,-39,-67,-31,-22,-7,-86,-63,-57,-53,-83,-49,-6,-25,-61,-50,-29,-46,-77,-45,-42,-58,-11,-56,-43,-23,-20,-12,-28,-48,-38,-51,-35,-60,-62,-81,-73,-24,-70,-88,-21,-14,-16,-4,-8,-33,-3,-19,-66,-32,-79,-1,-71,-72,-41,-68,-59
-11,-48,-25,-59,-70,-72,-35,-28,-63,-7,-76,-85,-16,-42,-3,-50,-82,-60,-45,-19,-2,-68,-27,-58,-9,-12,-26,-65,-61,-49,-74,-14,-88,-75,-55,-31,-10,-40,-1,-6,-30,-73,-32,-21,-36,-41,-34,-83,-53,-43,-67,-51,-77,-39,-52,-47,-4,-64,-18,-24,-57,-38,-54,-37,-66,-79,-44,-86,-8,-13,-81,-87,-22,-56,-23,-84,-15,-62,-71,-46,-80,-69,-17,-78,-33,-5,-29,-20
-73,-52,-26,-76,-21,-80,-79,-11,-27,-58,-22,-34,-68,-54,-5,-45,-64,-7,-78,-67,-41,-29,-44,-71,-19,-24,-43,-46,-55,-87,-82,-40,-31,-14,-62,-16,-30,-12,-6,-49,-70,-77,-84,-61,-57,-72,-25,-10,-83,-66,-75,-13,-51,-63,-74,-17,-59,-33,-85,-60,-56,-15,-86,-81,-39,-38,-9,-2,-28,-35,-23,-47,-36,-18,-4,-69,-20,-37,-65,-88,-53,-48,-3,-42,-8,-32,-50,-1
-74,-65,-81,-28,-5,-35,-2,-9,-79,-15,-30,-46,-20,-6,-8,-39,-58,-32,-76,-36,-84,-63,-40,-19,-49,-45,-75,-56,-34,-25,-77,-21,-22,-4,-14,-43,-42,-1,-87,-11,-70,-85,-82,-27,-51,-88,-13,-72,-16,-54,-78,-86,-44,-10,-53,-80,-68,-62,-12,-18,-69,-67,-59,-61,-33,-29,-52,-23,-7,-50,-24,-60,-3,-71,-41,-83,-31,-37,-17,-66,-47,-73,-26,-57,-55,-38,-48,-64
-59,-72,-50,-20,-40,-84,-70,-36,-85,-22,-41,-8,-5,-44,-27,-68,-48,-19,-38,-9,-87,-7,-54,-15,-74,-80,-67,-39,-58,-71,-23,-28,-51,-62,-18,-16,-34,-81,-64,-24,-63,-12,-65,-13,-11,-31,-25,-29,-37,-57,-61,-53,-45,-21,-32,-33,-26,-14,-76,-49,-46,-3,-78,-77,-52,-69,-43,-79,-66,-4,-82,-35,-75,-73,-83,-30,-17,-60,-47,-10,-56,-86,-1,-2,-55,-88,-6,-42
-43,-82,-29,-86,-8,-78,-74,-58,-76,-54,-40,-65,-56,-2,-57,-84,-72,-37,-38,-20,-44,-46,-7,-47,-25,-79,-85,-59,-30,-55,-52,-70,-23,-34,-49,-42,-68,-6,-71,-13,-45,-83,-88,-28,-17,-73,-53,-67,-60,-9,-80,-69,-51,-15,-61,-77,-3,-24,-50,-33,-18,-14,-27,-87,-21,-5,-62,-12,-22,-48,-39,-41,-16,-19,-64,-63,-75,-36,-32,-26,-4,-81,-10,-35,-1,-31,-66,-11
-32,-7,-79,-24,-61,-65,-69,-1,-12,-25,-87,-52,-9,-73,-20,-57,-23,-88,-41,-10,-29,-22,-2,-18,-84,-31,-27,-39,-16,-82,-66,-71,-64,-13,-55,-75,-53,-5,-58,-51,-26,-83,-44,-54,-43,-38,-81,-67,-48,-17,-74,-28,-37,-14,-80,-46,-62,-3,-4,-50,-60,-11,-21,-47,-68,-63,-34,-40,-86,-56,-76,-59,-19,-45,-36,-72,-78,-85,-49,-8,-35,-33,-42,-70,-6,-30,-15,-77
-5,-84,-71,-79,-29,-67,-46,-72,-68,-2,-21,-83,-85,-1,-26,-82,-13,-32,-88,-44,-54,-43,-18,-86,-12,-66,-23,-69,-7,-33,-35,-42,-53,-22,-3,-8,-58,-51,-62,-77,-16,-19,-34,-76,-31,-52,-37,-41,-50,-81,-6,-56,-78,-60,-75,-9,-36,-27,-87,-28,-39,-24,-64,-74,-30,-38,-57,-80,-14,-55,-73,-10,-47,-61,-40,-15,-45,-17,-70,-65,-48,-59,-49,-11,-4,-25,-63,-20
-24,-71,-1,-36,-44,-43,-49,-13,-62,-35,-81,-87,-60,-10,-74,-17,-82,-55,-7,-6,-63,-79,-51,-9,-19,-77,-48,-23,-12,-73,-2,-53,-84,-38,-5,-21,-67,-18,-76,-32,-40,-34,-80,-70,-58,-57,-30,-41,-68,-22,-42,-56,-78,-15,-54,-64,-50,-26,-14,-31,-88,-11,-65,-59,-61,-47,-3,-83,-4,-8,-86,-75,-66,-72,-46,-37,-28,-16,-27,-69,-45,-52,-25,-85,-39,-29,-33,-20
