"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88"
-17,-18,-65,-42,-68,-40,-36,-57,-9,-48,-28,-23,-50,-4,-52,-51,-39,-46,-30,-84,-32,-6,-44,-85,-78,-21,-75,-72,-64,-61,-14,-16,-77,-20,-7,-15,-63,-33,-5,-13,-37,-43,-79,-60,-58,-69,-29,-22,-19,-66,-49,-56,-73,-8,-88,-27,-45,-59,-47,-34,-81,-83,-38,-35,-11,-71,-86,-62,-26,-53,-41,-25,-12,-2,-10,-67,-70,-3,-55,-74,-24,-87,-76,-82,-80,-1,-31,-54
-39,-37,-14,-25,-74,-64,-29,-22,-54,-66,-70,-5,-8,-57,-16,-83,-53,-67,-13,-69,-41,-23,-34,-88,-27,-7,-73,-72,-18,-11,-28,-52,-31,-6,-84,-20,-45,-10,-68,-24,-76,-65,-77,-81,-36,-75,-59,-58,-55,-30,-40,-48,-50,-2,-44,-79,-4,-49,-21,-51,-85,-12,-86,-80,-1,-82,-61,-46,-71,-32,-3,-60,-42,-15,-87,-56,-19,-26,-43,-33,-78,-47,-35,-63,-17,-9,-38,-62
-49,-36,-59,-47,-80,-8,-78,-53,-79,-28,-6,-22,-51,-24,-61,-73,-13,-83,-21,-52,-30,-77,-34,-88,-85,-63,-40,-84,-86,-32,-15,-50,-62,-87,-26,-65,-71,-41,-29,-72,-70,-3,-44,-7,-48,-76,-60,-20,-31,-27,-75,-56,-37,-16,-35,-11,-68,-25,-2,-5,-67,-17,-42,-10,-57,-38,-33,-74,-9,-23,-54,-82,-45,-18,-69,-46,-81,-4,-1,-55,-43,-19,-39,-66,-12,-14,-58,-64
-66,-3,-86,-59,-71,-6,-32,-68,-13,-47,-40,-38,-72,-39,-23,-15,-34,-10,-31,-69,-11,-75,-67,-80,-44,-57,-79,-53,-27,-41,-48,-76,-19,-5,-16,-2,-54,-77,-33,-24,-85,-25,-21,-4,-51,-52,-17,-46,-18,-22,-14,-30,-43,-37,-87,-55,-88,-73,-8,-84,-64,-82,-9,-26,-61,-36,-29,-62,-12,-7,-20,-83,-1,-50,-56,-35,-58,-65,-49,-45,-28,-70,-42,-60,-81,-78,-74,-63
-83,-88,-10,-9,-25,-74,-59,-56,-40,-78,-48,-70,-68,-17,-3,-14,-81,-24,-4,-77,-8,-30,-41,-80,-15,-27,-71,-33,-38,-52,-16,-76,-36,-66,-75,-34,-44,-85,-62,-32,-57,-55,-47,-6,-42,-37,-46,-31,-12,-39,-79,-22,-67,-65,-2,-5,-20,-7,-29,-72,-13,-63,-82,-43,-49,-60,-26,-61,-11,-18,-23,-58,-51,-19,-35,-45,-53,-21,-1,-87,-69,-54,-50,-64,-73,-28,-86,-84
-50,-22,-81,-36,-47,-65,-76,-2,-41,-53,-42,-56,-70,-43,-25,-52,-74,-83,-28,-51,-16,-4,-68,-88,-71,-82,-34,-75,-37,-29,-27,-23,-80,-38,-66,-84,-60,-48,-35,-21,-85,-67,-32,-45,-72,-9,-40,-31,-18,-15,-8,-26,-87,-13,-14,-20,-30,-69,-57,-55,-10,-58,-24,-73,-1,-46,-62,-6,-86,-12,-59,-17,-5,-33,-49,-78,-44,-61,-63,-11,-54,-64,-7,-3,-39,-19,-77,-79
-74,-53,-54,-36,-72,-16,-21,-3,-49,-84,-34,-65,-19,-28,-35,-48,-6,-29,-13,-44,-57,-85,-41,-51,-87,-61,-39,-55,-15,-1,-32,-38,-70,-60,-9,-40,-8,-81,-5,-63,-50,-80,-88,-86,-59,-2,-73,-14,-56,-22,-64,-11,-31,-10,-66,-20,-4,-42,-17,-78,-67,-69,-27,-30,-46,-77,-33,-76,-12,-71,-26,-82,-45,-37,-52,-75,-68,-25,-7,-62,-18,-47,-24,-23,-43,-79,-83,-58
-52,-67,-7,-83,-34,-55,-22,-60,-72,-68,-85,-33,-23,-56,-11,-4,-84,-62,-79,-63,-6,-77,-39,-47,-13,-80,-81,-45,-17,-64,-36,-51,-58,-24,-37,-35,-75,-12,-8,-71,-87,-2,-76,-16,-43,-70,-42,-5,-14,-48,-53,-88,-50,-38,-61,-26,-59,-18,-21,-20,-78,-73,-46,-28,-57,-82,-54,-3,-27,-30,-65,-86,-15,-31,-69,-40,-41,-10,-32,-1,-29,-66,-74,-44,-9,-19,-25,-49
-59,-38,-84,-70,-35,-64,-5,-13,-62,-16,-34,-42,-87,-29,-4,-15,-57,-85,-14,-86,-60,-6,-80,-79,-24,-45,-48,-77,-25,-73,-10,-63,-65,-12,-83,-53,-23,-58,-37,-8,-40,-52,-27,-69,-39,-88,-56,-36,-61,-9,-49,-31,-30,-1,-75,-71,-28,-68,-72,-22,-18,-43,-54,-44,-20,-55,-51,-74,-32,-17,-33,-78,-26,-46,-11,-82,-2,-19,-7,-67,-81,-50,-76,-47,-3,-21,-41,-66
-74,-38,-25,-9,-71,-72,-42,-21,-13,-20,-56,-16,-34,-50,-46,-63,-85,-30,-58,-75,-78,-29,-31,-57,-39,-10,-44,-52,-5,-81,-15,-60,-47,-68,-64,-26,-17,-23,-79,-35,-40,-59,-65,-77,-22,-48,-51,-41,-7,-83,-87,-28,-19,-69,-76,-73,-45,-53,-82,-86,-27,-37,-33,-8,-61,-14,-4,-6,-11,-43,-70,-67,-66,-1,-2,-80,-18,-84,-3,-54,-49,-55,-62,-88,-36,-32,-24,-12
-63,-87,-18,-19,-32,-7,-47,-85,-37,-8,-42,-20,-73,-65,-15,-27,-34,-28,-67,-36,-62,-48,-5,-75,-60,-33,-59,-82,-23,-6,-26,-24,-41,-3,-31,-2,-69,-13,-55,-61,-71,-58,-29,-49,-39,-80,-25,-78,-16,-68,-38,-72,-46,-1,-79,-17,-74,-54,-66,-70,-51,-30,-40,-12,-53,-52,-14,-45,-77,-86,-64,-88,-22,-4,-9,-81,-21,-83,-56,-11,-35,-76,-50,-84,-44,-10,-43,-57
-31,-46,-30,-69,-82,-4,-77,-16,-60,-33,-41,-53,-85,-2,-24,-56,-7,-22,-52,-86,-6,-80,-25,-9,-42,-44,-81,-47,-75,-32,-28,-20,-5,-84,-87,-17,-43,-66,-61,-38,-70,-21,-67,-83,-36,-54,-59,-74,-8,-88,-45,-48,-55,-23,-72,-3,-78,-40,-64,-12,-10,-14,-65,-18,-63,-50,-73,-49,-11,-29,-34,-76,-35,-13,-15,-26,-51,-79,-37,-71,-1,-68,-57,-58,-19,-27,-39,-62
-48,-62,-70,-29,-84,-68,-69,-51,-31,-6,-11,-18,-82,-50,-71,-12,-52,-80,-33,-83,-36,-64,-14,-67,-20,-57,-1,-23,-53,-47,-15,-54,-30,-25,-37,-44,-8,-19,-34,-3,-73,-45,-61,-66,-13,-32,-79,-9,-43,-76,-40,-74,-56,-59,-60,-27,-26,-55,-21,-7,-35,-65,-24,-42,-58,-81,-78,-49,-16,-28,-39,-86,-87,-5,-38,-46,-17,-77,-10,-88,-75,-63,-72,-85,-22,-41,-4,-2
