"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88"
-24,-29,-63,-25,-41,-37,-88,-79,-40,-86,-44,-56,-50,-47,-43,-10,-57,-39,-51,-54,-78,-6,-49,-46,-28,-76,-9,-17,-70,-71,-38,-23,-55,-65,-30,-53,-26,-27,-3,-4,-80,-81,-83,-12,-32,-42,-36,-74,-66,-58,-62,-5,-59,-87,-14,-18,-75,-31,-8,-34,-15,-69,-11,-72,-1,-7,-77,-64,-60,-16,-67,-48,-68,-19,-22,-52,-84,-13,-20,-33,-73,-82,-45,-35,-2,-61,-85,-21
-21,-14,-78,-18,-2,-62,-67,-52,-10,-88,-70,-51,-33,-1,-66,-15,-47,-56,-74,-49,-22,-17,-64,-35,-86,-5,-20,-81,-79,-68,-19,-73,-43,-57,-32,-16,-83,-63,-26,-55,-54,-38,-34,-69,-41,-85,-9,-11,-3,-76,-60,-12,-25,-84,-80,-6,-36,-42,-75,-24,-58,-30,-39,-29,-31,-50,-4,-65,-46,-48,-8,-28,-72,-71,-7,-23,-37,-61,-40,-53,-82,-77,-13,-87,-44,-27,-45,-59
-22,-19,-76,-40,-87,-17,-27,-66,-38,-5,-25,-26,-11,-64,-53,-45,-16,-39,-49,-42,-83,-43,-31,-44,-61,-9,-80,-58,-6,-88,-63,-60,-21,-2,-54,-67,-24,-10,-23,-35,-75,-7,-51,-14,-68,-37,-18,-79,-73,-8,-4,-65,-32,-56,-34,-15,-77,-52,-55,-48,-50,-36,-3,-85,-47,-20,-41,-86,-81,-1,-33,-78,-57,-70,-13,-74,-62,-12,-46,-84,-29,-28,-72,-30,-59,-71,-82,-69
-70,-74,-29,-55,-69,-49,-88,-53,-4,-63,-7,-20,-11,-52,-5,-18,-26,-75,-32,-82,-83,-21,-85,-30,-12,-68,-38,-64,-27,-19,-76,-78,-43,-67,-41,-61,-56,-44,-16,-13,-42,-46,-79,-60,-77,-1,-45,-58,-31,-6,-28,-81,-65,-86,-37,-25,-59,-22,-84,-10,-72,-15,-80,-24,-34,-66,-23,-57,-48,-14,-51,-9,-33,-36,-35,-39,-8,-2,-62,-54,-40,-71,-3,-47,-73,-17,-87,-50
-59,-48,-29,-31,-45,-60,-61,-7,-58,-6,-66,-74,-67,-37,-10,-54,-77,-83,-75,-65,-84,-3,-55,-53,-18,-23,-80,-1,-78,-50,-39,-5,-4,-68,-63,-64,-36,-26,-24,-9,-62,-19,-70,-51,-41,-71,-87,-81,-11,-40,-33,-17,-28,-73,-49,-52,-21,-34,-2,-47,-44,-57,-32,-38,-46,-35,-88,-76,-43,-14,-30,-56,-22,-25,-86,-69,-8,-13,-12,-82,-27,-79,-15,-42,-16,-20,-72,-85
-47,-58,-62,-17,-32,-19,-88,-70,-29,-82,-4,-21,-61,-41,-46,-43,-34,-55,-9,-52,-16,-27,-15,-76,-38,-49,-5,-83,-12,-60,-50,-42,-31,-23,-2,-53,-7,-64,-28,-87,-81,-44,-65,-77,-36,-13,-10,-80,-6,-78,-14,-30,-48,-66,-40,-8,-73,-26,-86,-68,-39,-71,-1,-63,-35,-33,-69,-20,-22,-57,-85,-56,-67,-84,-51,-24,-79,-54,-59,-45,-75,-18,-3,-37,-74,-72,-25,-11
-22,-1,-21,-19,-79,-44,-34,-83,-54,-47,-42,-69,-77,-78,-71,-15,-48,-74,-38,-12,-14,-49,-57,-35,-4,-36,-33,-67,-16,-65,-80,-29,-9,-61,-43,-84,-32,-26,-13,-58,-27,-31,-40,-53,-87,-2,-68,-70,-59,-82,-62,-24,-41,-72,-51,-17,-6,-25,-73,-46,-39,-37,-64,-20,-3,-30,-63,-86,-56,-18,-10,-8,-85,-66,-5,-28,-76,-55,-52,-75,-50,-60,-7,-23,-88,-11,-45,-81
-19,-34,-48,-85,-32,-36,-66,-79,-21,-82,-38,-63,-25,-31,-87,-56,-23,-76,-1,-51,-29,-74,-9,-42,-58,-68,-16,-64,-6,-72,-49,-8,-2,-45,-24,-71,-28,-83,-75,-20,-88,-11,-14,-3,-54,-65,-13,-70,-10,-84,-26,-39,-62,-47,-7,-4,-41,-46,-22,-57,-37,-35,-60,-80,-73,-40,-43,-77,-30,-53,-27,-81,-59,-86,-17,-55,-67,-15,-78,-61,-12,-52,-33,-69,-50,-5,-44,-18
-20,-28,-30,-21,-71,-60,-63,-36,-4,-73,-9,-44,-52,-15,-1,-46,-14,-79,-45,-75,-11,-87,-8,-6,-53,-12,-65,-48,-13,-83,-54,-55,-7,-26,-85,-17,-31,-59,-34,-56,-67,-40,-57,-33,-5,-77,-58,-18,-22,-23,-61,-39,-86,-82,-84,-35,-81,-38,-24,-32,-62,-88,-41,-42,-43,-68,-50,-51,-16,-76,-37,-49,-74,-10,-69,-25,-78,-27,-72,-19,-66,-70,-29,-3,-80,-2,-47,-64
-29,-36,-38,-47,-5,-7,-11,-73,-86,-21,-15,-74,-17,-77,-12,-37,-31,-68,-52,-71,-3,-18,-25,-34,-35,-30,-6,-79,-87,-33,-61,-56,-64,-85,-54,-2,-63,-24,-23,-45,-76,-4,-66,-43,-39,-59,-20,-14,-27,-19,-16,-80,-13,-78,-26,-10,-41,-50,-88,-28,-62,-72,-81,-69,-57,-49,-65,-70,-44,-22,-46,-1,-83,-9,-32,-60,-82,-48,-67,-58,-53,-40,-42,-55,-51,-84,-8,-75
