"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88"
-31,-67,-37,-48,-52,-72,-24,-17,-2,-10,-14,-66,-53,-23,-62,-82,-57,-36,-70,-8,-33,-50,-13,-45,-44,-1,-61,-46,-65,-77,-75,-80,-71,-74,-55,-68,-51,-32,-21,-16,-84,-7,-12,-58,-86,-54,-87,-15,-73,-5,-81,-11,-19,-63,-49,-20,-60,-59,-88,-38,-64,-47,-56,-22,-25,-79,-34,-83,-3,-69,-41,-43,-76,-4,-42,-26,-39,-28,-35,-29,-30,-40,-18,-78,-9,-6,-85,-27
-8,-42,-20,-87,-33,-81,-63,-67,-50,-76,-37,-83,-10,-51,-23,-4,-58,-3,-15,-25,-52,-46,-9,-62,-29,-35,-73,-2,-31,-71,-54,-86,-49,-11,-44,-22,-84,-45,-36,-19,-88,-21,-16,-74,-85,-57,-77,-55,-13,-1,-43,-61,-28,-48,-70,-7,-40,-38,-12,-6,-75,-26,-82,-41,-32,-79,-65,-64,-72,-14,-47,-59,-68,-53,-18,-60,-17,-34,-27,-78,-30,-56,-5,-24,-80,-39,-66,-69
-12,-17,-59,-24,-47,-75,-44,-34,-31,-63,-2,-42,-3,-16,-76,-19,-37,-60,-64,-80,-48,-62,-82,-13,-61,-35,-84,-85,-65,-74,-55,-53,-33,-72,-18,-15,-50,-57,-27,-6,-4,-8,-67,-11,-78,-81,-28,-36,-23,-14,-58,-43,-79,-51,-9,-40,-29,-87,-46,-71,-25,-45,-66,-52,-10,-41,-54,-73,-20,-22,-56,-21,-77,-86,-49,-5,-7,-39,-70,-30,-68,-1,-69,-32,-83,-26,-38,-88
-79,-84,-45,-7,-55,-51,-88,-19,-63,-81,-40,-77,-27,-44,-11,-3,-5,-30,-38,-26,-25,-69,-8,-24,-64,-48,-12,-74,-36,-33,-37,-57,-82,-86,-71,-78,-52,-50,-59,-17,-73,-67,-1,-76,-54,-34,-4,-46,-21,-83,-68,-2,-10,-15,-32,-70,-72,-85,-65,-43,-49,-39,-14,-62,-18,-66,-29,-87,-20,-60,-53,-13,-9,-31,-61,-56,-58,-28,-6,-35,-47,-16,-23,-80,-41,-22,-75,-42
-72,-38,-12,-87,-26,-63,-14,-77,-81,-73,-29,-62,-6,-15,-10,-85,-27,-3,-74,-48,-71,-79,-30,-1,-64,-16,-46,-47,-18,-54,-60,-83,-52,-69,-57,-36,-24,-19,-2,-17,-86,-67,-8,-42,-59,-41,-76,-39,-58,-88,-11,-82,-84,-78,-33,-53,-80,-43,-35,-9,-32,-75,-55,-68,-44,-51,-49,-4,-31,-45,-70,-28,-65,-37,-23,-34,-13,-25,-61,-40,-5,-50,-66,-7,-20,-56,-22,-21
-42,-19,-34,-31,-46,-76,-8,-32,-35,-65,-40,-3,-60,-16,-27,-13,-80,-68,-74,-51,-86,-66,-1,-15,-78,-75,-61,-69,-9,-54,-77,-52,-88,-24,-53,-12,-50,-21,-2,-64,-84,-67,-72,-17,-70,-62,-25,-79,-57,-44,-55,-5,-39,-56,-33,-85,-87,-11,-29,-48,-38,-43,-45,-22,-20,-47,-49,-14,-10,-6,-28,-30,-41,-37,-81,-26,-7,-18,-4,-58,-59,-82,-83,-71,-73,-63,-23,-36
-64,-53,-86,-52,-33,-71,-42,-44,-13,-81,-51,-7,-3,-18,-41,-16,-54,-30,-87,-40,-59,-43,-31,-83,-29,-17,-77,-75,-61,-27,-45,-70,-76,-38,-84,-22,-57,-60,-73,-25,-55,-74,-10,-78,-47,-4,-72,-50,-65,-67,-11,-24,-23,-80,-37,-26,-15,-36,-39,-1,-79,-88,-34,-2,-35,-82,-21,-66,-8,-20,-19,-62,-58,-48,-49,-6,-12,-32,-14,-85,-69,-28,-56,-63,-46,-5,-68,-9
-39,-56,-7,-85,-44,-73,-50,-77,-3,-26,-11,-13,-42,-75,-27,-48,-78,-67,-45,-57,-9,-79,-1,-65,-82,-81,-21,-76,-68,-86,-74,-24,-20,-29,-38,-12,-16,-71,-69,-22,-70,-32,-51,-54,-83,-59,-46,-19,-62,-55,-47,-30,-66,-60,-15,-63,-43,-28,-6,-49,-18,-80,-58,-35,-40,-31,-23,-53,-5,-36,-52,-84,-64,-14,-72,-17,-37,-33,-41,-87,-8,-10,-88,-61,-2,-4,-34,-25
-52,-57,-50,-12,-28,-34,-27,-55,-65,-56,-4,-75,-7,-26,-69,-20,-8,-33,-38,-10,-39,-49,-86,-74,-11,-60,-40,-9,-53,-16,-47,-76,-17,-15,-63,-31,-85,-14,-46,-77,-71,-3,-6,-81,-18,-30,-48,-22,-19,-21,-64,-1,-24,-54,-5,-32,-78,-72,-73,-79,-82,-41,-83,-42,-44,-62,-37,-29,-43,-51,-84,-59,-66,-80,-68,-36,-67,-70,-58,-87,-25,-2,-35,-23,-88,-13,-61,-45
-76,-71,-67,-78,-72,-17,-37,-25,-66,-77,-14,-44,-31,-41,-46,-30,-32,-47,-24,-18,-20,-87,-1,-53,-57,-63,-49,-50,-36,-70,-35,-42,-59,-81,-64,-6,-88,-58,-33,-8,-62,-79,-34,-86,-82,-75,-60,-4,-13,-39,-74,-56,-7,-84,-69,-12,-10,-80,-5,-27,-22,-52,-40,-73,-55,-54,-9,-43,-21,-15,-51,-11,-16,-65,-45,-48,-3,-28,-38,-23,-26,-19,-2,-85,-83,-61,-29,-68
