"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88"
-79,-53,-48,-59,-23,-12,-27,-26,-6,-50,-25,-5,-9,-7,-80,-56,-67,-18,-46,-40,-36,-33,-63,-55,-65,-16,-44,-82,-29,-69,-2,-37,-45,-24,-68,-28,-73,-1,-42,-14,-78,-41,-86,-3,-64,-13,-87,-58,-19,-43,-4,-74,-83,-15,-49,-71,-22,-88,-81,-85,-34,-30,-66,-77,-10,-70,-21,-51,-38,-11,-39,-60,-62,-47,-31,-84,-20,-57,-54,-35,-32,-8,-17,-76,-61,-52,-72,-75
-16,-32,-47,-57,-33,-68,-23,-6,-63,-51,-21,-39,-26,-5,-84,-65,-13,-22,-35,-14,-78,-34,-74,-67,-36,-60,-59,-66,-28,-80,-71,-69,-62,-38,-41,-82,-31,-76,-2,-40,-27,-81,-64,-19,-77,-12,-85,-15,-9,-56,-87,-52,-50,-20,-17,-37,-30,-42,-75,-46,-43,-83,-61,-53,-18,-73,-25,-44,-24,-70,-48,-49,-11,-88,-1,-58,-45,-86,-55,-79,-7,-8,-4,-54,-72,-3,-29,-10
-14,-9,-72,-44,-87,-19,-54,-3,-60,-27,-31,-37,-26,-25,-23,-84,-47,-67,-41,-32,-56,-20,-77,-36,-78,-33,-39,-30,-10,-6,-1,-46,-50,-71,-5,-86,-51,-12,-57,-4,-2,-70,-66,-55,-42,-43,-85,-83,-74,-65,-58,-64,-68,-29,-62,-40,-13,-73,-59,-22,-88,-17,-76,-21,-49,-35,-45,-82,-11,-75,-69,-8,-15,-81,-16,-34,-79,-48,-7,-18,-52,-53,-28,-38,-61,-63,-80,-24
-56,-46,-50,-78,-4,-67,-11,-55,-65,-70,-15,-83,-18,-31,-20,-73,-60,-6,-14,-54,-48,-27,-61,-47,-74,-68,-75,-45,-19,-26,-10,-79,-16,-37,-72,-23,-28,-43,-57,-59,-44,-82,-38,-29,-88,-32,-53,-69,-42,-5,-13,-77,-1,-41,-49,-21,-17,-36,-66,-25,-24,-30,-35,-40,-34,-80,-85,-86,-62,-64,-81,-3,-63,-7,-2,-84,-76,-52,-22,-8,-12,-39,-87,-9,-33,-51,-71,-58
-72,-74,-14,-53,-51,-76,-79,-67,-83,-59,-86,-22,-10,-48,-62,-73,-84,-3,-58,-31,-16,-26,-64,-32,-21,-27,-33,-56,-57,-77,-71,-61,-42,-52,-2,-39,-70,-60,-35,-18,-41,-6,-24,-45,-80,-37,-68,-13,-1,-63,-30,-54,-49,-4,-28,-75,-9,-7,-40,-8,-47,-25,-85,-46,-11,-78,-50,-43,-36,-23,-87,-66,-15,-20,-38,-69,-29,-81,-5,-17,-12,-88,-44,-65,-34,-55,-82,-19
-78,-29,-24,-61,-50,-37,-21,-18,-33,-25,-3,-20,-86,-71,-35,-81,-74,-16,-4,-49,-36,-53,-76,-56,-72,-63,-17,-38,-62,-82,-73,-87,-15,-13,-8,-11,-79,-40,-69,-9,-45,-32,-68,-55,-64,-2,-43,-84,-7,-28,-27,-65,-46,-30,-75,-88,-66,-39,-52,-48,-19,-14,-85,-70,-57,-22,-80,-54,-47,-42,-12,-67,-5,-83,-77,-60,-58,-26,-44,-6,-10,-31,-34,-41,-1,-59,-23,-51
-84,-67,-25,-55,-38,-8,-77,-83,-31,-35,-44,-2,-45,-63,-36,-26,-88,-75,-32,-43,-51,-18,-73,-1,-82,-61,-5,-66,-52,-21,-50,-64,-11,-22,-7,-27,-23,-48,-71,-78,-54,-85,-14,-65,-57,-28,-60,-41,-70,-46,-56,-30,-12,-24,-16,-80,-20,-79,-53,-72,-10,-49,-6,-76,-42,-81,-47,-59,-3,-87,-39,-17,-19,-33,-13,-69,-74,-29,-34,-4,-58,-37,-15,-62,-86,-9,-40,-68
-62,-38,-30,-73,-47,-76,-84,-45,-29,-10,-57,-2,-44,-34,-65,-81,-59,-33,-82,-43,-48,-40,-79,-23,-63,-17,-5,-4,-6,-64,-19,-8,-31,-28,-11,-53,-56,-61,-41,-32,-70,-51,-36,-15,-21,-13,-55,-35,-83,-1,-67,-14,-49,-20,-3,-60,-9,-77,-72,-80,-16,-22,-69,-58,-18,-74,-12,-85,-42,-25,-54,-50,-71,-68,-27,-39,-24,-66,-88,-52,-46,-7,-87,-78,-86,-26,-37,-75
-11,-63,-36,-72,-25,-45,-13,-59,-73,-40,-39,-81,-67,-69,-30,-66,-26,-42,-75,-32,-64,-9,-12,-29,-46,-60,-65,-52,-17,-74,-37,-1,-31,-62,-85,-87,-20,-47,-49,-41,-88,-43,-71,-33,-10,-78,-54,-38,-27,-22,-61,-55,-5,-2,-68,-84,-58,-34,-80,-79,-8,-70,-56,-53,-35,-82,-83,-48,-21,-51,-50,-19,-16,-14,-76,-57,-77,-18,-86,-23,-28,-15,-3,-44,-4,-24,-6,-7
-44,-76,-43,-88,-32,-49,-28,-24,-48,-50,-34,-30,-54,-1,-69,-18,-64,-25,-19,-74,-2,-12,-82,-71,-42,-70,-62,-87,-3,-63,-20,-13,-21,-78,-41,-55,-23,-8,-58,-51,-75,-29,-39,-7,-57,-14,-36,-9,-66,-10,-60,-85,-45,-31,-15,-53,-16,-59,-83,-81,-56,-17,-46,-11,-84,-65,-26,-73,-33,-68,-79,-38,-6,-5,-4,-77,-47,-22,-72,-80,-27,-67,-86,-61,-35,-52,-40,-37
-12,-62,-65,-80,-53,-23,-28,-31,-87,-14,-54,-57,-50,-60,-43,-1,-61,-41,-81,-27,-6,-10,-64,-63,-34,-9,-42,-25,-45,-82,-83,-40,-75,-30,-36,-26,-22,-15,-20,-21,-78,-8,-47,-4,-5,-3,-79,-71,-35,-44,-55,-58,-39,-66,-74,-85,-70,-77,-56,-2,-16,-13,-84,-52,-7,-24,-76,-69,-18,-68,-32,-48,-37,-73,-11,-72,-59,-19,-51,-86,-17,-88,-67,-46,-33,-49,-29,-38
-11,-70,-59,-22,-41,-14,-30,-65,-80,-7,-12,-31,-8,-2,-63,-1,-68,-6,-40,-58,-64,-5,-67,-48,-37,-88,-29,-16,-39,-71,-83,-21,-72,-57,-18,-78,-77,-36,-20,-27,-82,-62,-84,-15,-38,-26,-73,-52,-4,-81,-23,-56,-51,-17,-25,-75,-32,-60,-76,-53,-43,-79,-66,-9,-42,-55,-61,-34,-3,-10,-24,-50,-35,-47,-45,-54,-87,-19,-28,-85,-33,-13,-46,-74,-49,-44,-86,-69
-9,-65,-70,-66,-41,-83,-37,-44,-42,-51,-81,-11,-58,-3,-78,-24,-88,-27,-36,-46,-87,-72,-69,-25,-71,-63,-16,-55,-12,-62,-82,-32,-53,-2,-20,-43,-49,-80,-14,-21,-61,-76,-75,-15,-47,-34,-31,-30,-50,-10,-22,-85,-18,-56,-68,-77,-57,-67,-8,-7,-23,-38,-79,-17,-35,-74,-64,-6,-13,-40,-29,-28,-19,-73,-1,-5,-84,-39,-86,-26,-45,-33,-52,-48,-54,-59,-60,-4
