"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88"
-58,-19,-53,-36,-12,-78,-2,-18,-56,-30,-34,-43,-29,-60,-8,-77,-24,-48,-69,-15,-66,-3,-70,-21,-17,-82,-23,-28,-71,-85,-31,-44,-46,-50,-86,-16,-5,-26,-20,-27,-47,-37,-54,-79,-6,-49,-7,-74,-65,-45,-51,-32,-63,-40,-84,-87,-68,-72,-75,-62,-11,-39,-59,-25,-4,-80,-10,-64,-61,-33,-42,-76,-83,-88,-81,-14,-55,-9,-38,-35,-1,-52,-73,-41,-67,-22,-13,-57
-80,-60,-41,-31,-49,-24,-10,-29,-51,-32,-5,-57,-42,-38,-40,-69,-14,-71,-7,-58,-81,-2,-83,-34,-77,-1,-25,-6,-17,-46,-28,-23,-37,-88,-74,-20,-52,-84,-18,-36,-66,-62,-47,-70,-13,-53,-67,-65,-63,-8,-26,-50,-79,-35,-27,-61,-22,-45,-87,-33,-55,-11,-19,-43,-72,-3,-12,-16,-85,-30,-15,-48,-54,-59,-64,-75,-39,-86,-44,-68,-78,-76,-9,-4,-73,-21,-82,-56
-78,-18,-9,-76,-79,-20,-7,-44,-3,-46,-70,-56,-5,-64,-59,-27,-26,-72,-63,-17,-21,-61,-87,-49,-47,-39,-41,-67,-77,-10,-19,-83,-80,-54,-1,-88,-8,-15,-74,-73,-42,-22,-14,-24,-45,-38,-60,-29,-71,-75,-40,-16,-25,-55,-32,-68,-34,-4,-84,-82,-36,-58,-12,-52,-23,-6,-33,-43,-62,-66,-35,-57,-69,-48,-86,-11,-81,-65,-28,-2,-13,-85,-53,-30,-50,-31,-37,-51
-45,-11,-46,-57,-71,-6,-65,-4,-16,-77,-70,-52,-74,-61,-44,-29,-80,-79,-75,-82,-24,-55,-63,-62,-73,-78,-83,-35,-85,-68,-5,-10,-48,-86,-81,-15,-43,-36,-19,-42,-9,-31,-69,-25,-67,-7,-33,-40,-56,-84,-53,-51,-18,-38,-17,-30,-26,-28,-12,-8,-58,-27,-20,-64,-50,-13,-3,-88,-47,-21,-60,-59,-39,-54,-22,-37,-72,-14,-87,-32,-34,-1,-49,-76,-66,-23,-41,-2
-12,-20,-1,-87,-34,-65,-61,-16,-75,-35,-46,-23,-78,-13,-77,-52,-37,-68,-45,-57,-3,-55,-70,-14,-2,-8,-38,-48,-32,-64,-17,-24,-73,-6,-88,-49,-66,-10,-58,-4,-83,-72,-74,-44,-22,-71,-81,-86,-79,-31,-40,-62,-42,-19,-7,-63,-25,-53,-60,-82,-54,-5,-15,-30,-50,-47,-18,-36,-26,-11,-76,-41,-43,-27,-51,-80,-67,-29,-69,-9,-39,-85,-33,-56,-84,-21,-28,-59
-86,-1,-73,-10,-72,-71,-42,-15,-48,-8,-28,-59,-67,-21,-14,-53,-46,-5,-11,-82,-31,-66,-80,-50,-43,-19,-60,-25,-55,-49,-47,-84,-79,-39,-29,-2,-32,-9,-6,-68,-57,-23,-83,-26,-35,-13,-52,-37,-18,-12,-20,-75,-44,-61,-88,-74,-58,-76,-4,-41,-17,-27,-78,-64,-3,-54,-70,-7,-69,-16,-63,-77,-33,-45,-87,-24,-51,-62,-40,-36,-38,-56,-22,-65,-34,-81,-30,-85
-69,-78,-84,-17,-88,-80,-57,-51,-37,-83,-60,-13,-47,-72,-35,-46,-66,-3,-54,-26,-8,-52,-31,-45,-19,-79,-11,-36,-76,-44,-21,-71,-27,-68,-85,-25,-9,-12,-30,-15,-73,-22,-63,-70,-1,-74,-61,-43,-87,-32,-50,-48,-5,-39,-33,-24,-77,-64,-59,-23,-18,-29,-38,-6,-7,-49,-4,-56,-75,-82,-40,-81,-14,-28,-34,-20,-16,-62,-58,-42,-2,-65,-55,-41,-86,-53,-67,-10
-59,-24,-87,-43,-78,-76,-32,-15,-73,-13,-52,-36,-58,-30,-68,-16,-41,-46,-79,-26,-31,-2,-18,-44,-10,-53,-33,-74,-4,-60,-84,-28,-85,-7,-40,-29,-50,-5,-17,-21,-88,-6,-71,-3,-19,-67,-82,-83,-77,-20,-62,-35,-81,-42,-64,-54,-37,-80,-45,-86,-34,-69,-55,-25,-22,-48,-66,-12,-39,-1,-51,-65,-8,-47,-14,-56,-23,-11,-27,-57,-63,-61,-9,-38,-75,-49,-70,-72
-68,-44,-11,-79,-63,-36,-65,-50,-9,-29,-32,-56,-19,-66,-2,-13,-5,-3,-72,-12,-38,-47,-33,-71,-49,-43,-51,-80,-26,-22,-87,-20,-16,-10,-62,-69,-53,-45,-58,-39,-76,-8,-18,-17,-7,-41,-46,-14,-78,-60,-35,-73,-25,-61,-77,-75,-24,-31,-54,-6,-4,-37,-30,-57,-88,-21,-23,-1,-85,-70,-64,-81,-28,-48,-83,-84,-40,-59,-52,-74,-15,-86,-34,-42,-55,-82,-67,-27
-11,-9,-63,-83,-33,-16,-79,-57,-14,-48,-70,-53,-64,-77,-54,-41,-23,-34,-69,-71,-38,-4,-80,-21,-36,-40,-30,-28,-78,-22,-7,-1,-60,-67,-82,-17,-61,-84,-66,-37,-51,-55,-47,-8,-52,-29,-68,-62,-87,-50,-3,-32,-46,-5,-39,-74,-88,-58,-43,-31,-86,-42,-20,-6,-19,-12,-35,-10,-15,-65,-72,-27,-45,-44,-49,-75,-85,-59,-56,-24,-73,-76,-81,-25,-2,-26,-18,-13
