"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88"
-62,-64,-65,-28,-41,-3,-6,-33,-37,-18,-76,-67,-5,-77,-27,-88,-47,-36,-40,-38,-79,-74,-63,-56,-85,-45,-21,-60,-39,-57,-31,-12,-2,-44,-7,-70,-58,-71,-26,-16,-50,-43,-68,-69,-42,-9,-23,-13,-46,-35,-84,-81,-20,-10,-4,-24,-61,-59,-73,-17,-55,-34,-66,-49,-87,-72,-8,-54,-75,-53,-52,-32,-19,-78,-48,-80,-1,-82,-86,-29,-25,-83,-22,-14,-30,-11,-15,-51
-61,-3,-83,-57,-77,-79,-59,-5,-56,-75,-31,-65,-35,-24,-73,-26,-4,-30,-37,-7,-74,-84,-67,-64,-86,-47,-21,-52,-17,-62,-81,-48,-76,-80,-70,-54,-72,-78,-39,-10,-42,-44,-55,-85,-2,-19,-11,-43,-34,-15,-33,-12,-8,-66,-60,-20,-29,-49,-22,-58,-51,-28,-46,-68,-6,-71,-45,-27,-87,-1,-82,-9,-40,-14,-23,-16,-88,-25,-18,-53,-13,-69,-63,-32,-38,-36,-41,-50
-33,-8,-2,-74,-56,-46,-63,-80,-30,-86,-12,-14,-26,-79,-73,-70,-64,-62,-72,-21,-20,-83,-88,-55,-82,-38,-24,-1,-77,-51,-28,-32,-36,-49,-45,-15,-85,-84,-69,-5,-17,-75,-59,-66,-34,-78,-39,-81,-7,-61,-16,-43,-65,-57,-54,-18,-23,-25,-52,-37,-35,-68,-42,-19,-40,-27,-48,-10,-44,-6,-13,-76,-71,-3,-4,-53,-41,-22,-47,-50,-9,-67,-87,-29,-11,-58,-60,-31
-67,-54,-16,-20,-6,-17,-83,-24,-8,-33,-80,-71,-73,-75,-51,-84,-82,-15,-63,-50,-32,-59,-68,-42,-27,-74,-3,-34,-70,-11,-28,-64,-49,-88,-87,-60,-66,-25,-36,-1,-56,-31,-38,-72,-30,-2,-53,-76,-23,-86,-4,-57,-21,-78,-79,-55,-52,-12,-45,-65,-81,-58,-43,-61,-18,-5,-40,-69,-39,-9,-7,-29,-22,-14,-37,-35,-13,-62,-46,-10,-44,-48,-26,-47,-41,-85,-77,-19
-57,-11,-51,-32,-73,-37,-66,-3,-62,-74,-14,-58,-44,-2,-20,-75,-83,-60,-67,-64,-28,-39,-71,-47,-26,-17,-5,-68,-48,-24,-13,-6,-70,-35,-87,-18,-49,-41,-77,-21,-42,-81,-61,-8,-1,-25,-79,-43,-34,-84,-88,-31,-54,-10,-59,-7,-30,-65,-16,-52,-36,-63,-72,-80,-29,-40,-9,-15,-23,-56,-45,-27,-55,-12,-53,-85,-76,-78,-86,-33,-4,-82,-69,-46,-38,-22,-19,-50
-19,-72,-54,-40,-27,-6,-69,-3,-55,-81,-49,-79,-74,-56,-45,-75,-42,-18,-77,-12,-39,-33,-64,-44,-38,-57,-8,-52,-25,-13,-62,-29,-63,-30,-51,-47,-67,-16,-86,-61,-11,-15,-48,-24,-26,-5,-1,-14,-58,-43,-76,-32,-59,-17,-36,-28,-2,-78,-73,-60,-80,-35,-82,-31,-4,-9,-22,-71,-37,-21,-46,-20,-50,-23,-34,-65,-83,-66,-87,-70,-7,-41,-85,-53,-68,-88,-84,-10
-74,-35,-76,-10,-56,-37,-45,-31,-51,-58,-84,-38,-34,-49,-41,-6,-59,-48,-46,-12,-47,-68,-79,-81,-11,-63,-21,-52,-57,-61,-62,-82,-86,-27,-7,-40,-85,-22,-26,-17,-30,-71,-77,-24,-75,-87,-78,-8,-15,-43,-16,-72,-33,-20,-60,-36,-53,-42,-50,-14,-3,-13,-66,-23,-55,-83,-70,-67,-18,-4,-9,-88,-44,-19,-2,-39,-5,-64,-80,-25,-29,-73,-69,-1,-28,-65,-54,-32
-80,-4,-10,-20,-67,-26,-74,-72,-88,-13,-55,-75,-82,-15,-34,-86,-68,-69,-12,-16,-70,-45,-87,-60,-21,-59,-64,-43,-78,-18,-44,-81,-14,-66,-19,-73,-71,-41,-57,-3,-79,-9,-61,-63,-48,-53,-35,-27,-5,-56,-42,-47,-38,-65,-25,-37,-7,-46,-85,-49,-24,-32,-62,-22,-8,-2,-83,-29,-28,-17,-50,-6,-11,-1,-40,-30,-77,-36,-52,-31,-23,-51,-54,-33,-84,-39,-76,-58
-21,-69,-86,-6,-32,-59,-24,-49,-56,-70,-81,-82,-46,-37,-42,-71,-67,-51,-73,-30,-28,-41,-27,-83,-76,-50,-85,-63,-9,-18,-3,-66,-33,-79,-39,-62,-80,-64,-43,-29,-84,-16,-23,-45,-14,-10,-58,-17,-1,-53,-7,-26,-5,-15,-47,-52,-44,-78,-88,-19,-55,-36,-75,-20,-61,-34,-2,-77,-11,-12,-4,-74,-8,-40,-68,-54,-31,-25,-22,-48,-57,-87,-13,-60,-38,-35,-65,-72
-25,-12,-51,-34,-60,-49,-22,-17,-62,-4,-11,-8,-38,-28,-7,-42,-82,-84,-44,-55,-3,-74,-69,-29,-20,-50,-68,-64,-36,-53,-6,-21,-71,-9,-86,-83,-75,-52,-70,-48,-18,-78,-57,-24,-26,-79,-5,-35,-45,-14,-88,-33,-27,-1,-61,-30,-31,-32,-56,-63,-16,-23,-47,-80,-15,-41,-54,-40,-13,-65,-72,-10,-39,-46,-43,-87,-73,-76,-85,-77,-19,-66,-58,-2,-37,-59,-67,-81
