"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88"
-79,-67,-70,-41,-73,-65,-40,-25,-31,-43,-6,-8,-48,-64,-5,-71,-87,-60,-68,-39,-12,-51,-28,-76,-20,-59,-30,-58,-26,-86,-32,-22,-23,-27,-44,-21,-78,-35,-24,-85,-15,-49,-3,-62,-33,-66,-45,-1,-37,-10,-74,-50,-63,-47,-52,-55,-80,-56,-42,-11,-61,-19,-38,-13,-81,-36,-14,-88,-72,-7,-69,-53,-75,-46,-54,-2,-34,-4,-29,-18,-77,-83,-57,-16,-17,-84,-82,-9
-28,-7,-29,-74,-15,-49,-73,-63,-23,-27,-12,-16,-47,-13,-6,-39,-71,-64,-48,-34,-88,-62,-53,-22,-82,-68,-33,-66,-36,-2,-67,-55,-20,-10,-9,-78,-40,-4,-65,-58,-21,-14,-59,-26,-41,-57,-38,-81,-56,-32,-24,-69,-11,-46,-70,-77,-79,-35,-61,-17,-52,-60,-37,-18,-75,-42,-86,-45,-84,-43,-30,-72,-3,-54,-80,-51,-76,-44,-31,-1,-50,-5,-19,-85,-87,-8,-25,-83
-85,-12,-58,-64,-11,-46,-5,-38,-48,-4,-49,-37,-62,-54,-16,-74,-47,-34,-65,-51,-80,-83,-35,-13,-59,-72,-77,-50,-88,-68,-1,-22,-15,-52,-70,-19,-31,-81,-71,-63,-24,-56,-28,-10,-8,-27,-44,-43,-14,-20,-32,-79,-75,-53,-21,-69,-78,-18,-73,-25,-76,-30,-2,-67,-82,-40,-87,-42,-7,-3,-55,-57,-26,-60,-45,-36,-23,-9,-33,-39,-61,-6,-84,-86,-29,-17,-41,-66
-51,-66,-48,-18,-4,-20,-38,-45,-31,-34,-65,-58,-35,-13,-14,-30,-83,-72,-5,-25,-28,-68,-53,-39,-67,-54,-81,-9,-69,-75,-23,-50,-32,-62,-64,-87,-44,-7,-63,-15,-27,-37,-17,-24,-36,-59,-77,-76,-2,-10,-8,-41,-57,-73,-86,-82,-26,-78,-84,-74,-43,-55,-33,-49,-6,-70,-47,-42,-16,-40,-61,-46,-11,-60,-1,-21,-29,-19,-22,-88,-56,-12,-71,-80,-79,-85,-3,-52
-86,-21,-36,-13,-23,-88,-46,-34,-77,-33,-5,-32,-70,-62,-76,-27,-60,-6,-11,-68,-57,-75,-65,-49,-59,-58,-24,-45,-87,-83,-54,-67,-56,-29,-47,-14,-41,-9,-30,-80,-53,-71,-52,-85,-3,-2,-28,-43,-35,-25,-37,-44,-50,-74,-69,-72,-4,-73,-22,-1,-40,-84,-8,-55,-26,-20,-82,-10,-31,-38,-61,-12,-19,-66,-39,-15,-64,-7,-78,-51,-48,-16,-17,-42,-18,-79,-81,-63
-44,-85,-57,-38,-23,-2,-42,-54,-86,-61,-10,-45,-47,-19,-22,-27,-72,-36,-80,-9,-4,-48,-62,-77,-87,-59,-67,-73,-79,-18,-29,-74,-52,-88,-39,-60,-28,-11,-46,-63,-1,-30,-6,-40,-15,-7,-8,-31,-32,-5,-64,-33,-3,-20,-71,-26,-35,-83,-55,-53,-43,-69,-56,-75,-82,-25,-24,-13,-84,-16,-65,-58,-51,-14,-66,-50,-68,-70,-21,-12,-81,-17,-37,-34,-76,-49,-41,-78
-13,-38,-55,-9,-42,-57,-15,-43,-37,-72,-52,-84,-69,-22,-4,-74,-70,-66,-45,-31,-82,-20,-5,-63,-34,-87,-10,-86,-85,-44,-76,-18,-26,-64,-36,-59,-71,-16,-2,-79,-19,-75,-40,-6,-41,-65,-33,-49,-32,-1,-29,-21,-28,-48,-46,-51,-78,-77,-54,-8,-67,-60,-23,-80,-24,-7,-81,-14,-27,-3,-17,-61,-68,-88,-56,-39,-53,-47,-35,-50,-25,-11,-83,-73,-58,-12,-30,-62
-41,-5,-83,-24,-3,-88,-12,-36,-29,-85,-9,-16,-35,-56,-14,-59,-84,-34,-26,-78,-68,-75,-72,-61,-77,-50,-67,-70,-45,-62,-8,-21,-19,-76,-74,-69,-28,-79,-49,-58,-4,-73,-40,-10,-27,-66,-82,-20,-44,-25,-33,-57,-11,-15,-80,-71,-53,-65,-43,-6,-48,-17,-7,-42,-86,-18,-13,-47,-55,-63,-23,-60,-32,-37,-81,-38,-39,-46,-22,-52,-87,-31,-54,-2,-1,-51,-30,-64
-88,-73,-45,-18,-20,-35,-25,-60,-62,-3,-24,-43,-32,-46,-47,-65,-79,-63,-76,-28,-19,-37,-33,-6,-8,-75,-21,-57,-38,-41,-64,-54,-52,-85,-4,-53,-56,-78,-66,-30,-9,-2,-59,-17,-12,-11,-23,-16,-10,-1,-13,-14,-82,-36,-84,-26,-86,-49,-50,-44,-29,-81,-40,-72,-69,-39,-87,-77,-58,-15,-7,-51,-42,-55,-22,-70,-80,-5,-67,-68,-31,-27,-61,-83,-71,-34,-74,-48
-76,-79,-5,-15,-46,-23,-80,-65,-55,-69,-19,-26,-22,-32,-1,-54,-60,-20,-30,-49,-75,-43,-4,-78,-83,-66,-33,-48,-82,-37,-72,-12,-73,-52,-36,-74,-24,-59,-11,-13,-45,-42,-3,-9,-88,-44,-63,-67,-17,-21,-38,-84,-62,-70,-87,-53,-40,-39,-27,-16,-85,-51,-7,-56,-34,-31,-8,-58,-81,-18,-2,-61,-71,-35,-47,-50,-14,-25,-57,-6,-77,-29,-64,-86,-28,-10,-68,-41
