"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88"
-41,-15,-17,-44,-36,-9,-80,-30,-23,-43,-14,-57,-55,-25,-35,-6,-78,-38,-12,-81,-39,-22,-86,-2,-27,-31,-46,-82,-77,-88,-68,-18,-40,-53,-71,-42,-16,-11,-87,-69,-19,-29,-50,-83,-66,-52,-62,-13,-8,-1,-33,-85,-21,-20,-4,-24,-37,-45,-59,-60,-34,-61,-75,-51,-84,-67,-49,-7,-56,-32,-64,-10,-73,-28,-76,-72,-48,-79,-3,-70,-5,-54,-26,-65,-47,-74,-63,-58
-28,-29,-26,-46,-74,-24,-50,-18,-34,-11,-44,-71,-87,-73,-37,-21,-8,-14,-22,-41,-62,-36,-76,-35,-3,-81,-72,-40,-15,-82,-4,-70,-65,-6,-13,-53,-27,-2,-48,-75,-1,-9,-30,-64,-43,-84,-38,-25,-16,-54,-61,-69,-39,-7,-78,-12,-68,-77,-67,-42,-80,-58,-19,-23,-17,-88,-83,-20,-57,-86,-56,-47,-31,-59,-10,-55,-5,-60,-52,-49,-45,-85,-66,-63,-32,-79,-33,-51
-3,-15,-29,-20,-26,-59,-21,-61,-67,-63,-60,-56,-75,-5,-69,-73,-71,-37,-77,-31,-43,-80,-85,-19,-11,-40,-8,-50,-6,-23,-12,-82,-18,-88,-13,-83,-35,-33,-64,-48,-28,-7,-65,-84,-74,-9,-55,-54,-36,-76,-57,-32,-30,-17,-66,-2,-10,-41,-24,-42,-38,-68,-70,-47,-46,-52,-81,-34,-1,-39,-16,-45,-53,-14,-87,-72,-4,-22,-78,-44,-86,-79,-51,-27,-49,-58,-25,-62
-41,-27,-59,-65,-66,-15,-60,-23,-21,-67,-24,-77,-69,-35,-58,-46,-86,-26,-79,-55,-30,-57,-56,-6,-18,-49,-16,-37,-31,-68,-25,-85,-88,-62,-38,-54,-48,-43,-22,-74,-19,-33,-70,-73,-32,-4,-87,-3,-51,-11,-50,-45,-36,-2,-5,-10,-13,-9,-7,-63,-61,-80,-12,-72,-42,-81,-39,-14,-44,-78,-1,-52,-17,-53,-34,-64,-8,-82,-28,-83,-71,-47,-75,-84,-76,-20,-40,-29
-38,-11,-85,-63,-16,-22,-24,-41,-72,-3,-21,-1,-69,-18,-26,-35,-37,-8,-14,-58,-43,-53,-32,-55,-6,-56,-46,-10,-4,-81,-25,-74,-76,-40,-2,-42,-71,-23,-30,-87,-34,-15,-62,-79,-13,-33,-86,-75,-52,-48,-45,-12,-84,-61,-59,-36,-47,-50,-19,-78,-88,-64,-83,-5,-65,-60,-70,-57,-44,-17,-31,-73,-82,-39,-20,-68,-27,-29,-28,-77,-67,-66,-80,-51,-49,-9,-54,-7
-4,-44,-33,-34,-7,-19,-60,-67,-36,-54,-23,-16,-82,-70,-47,-26,-11,-48,-15,-49,-39,-80,-53,-61,-46,-21,-41,-63,-20,-68,-17,-69,-62,-42,-84,-76,-56,-38,-29,-85,-10,-27,-30,-73,-55,-43,-86,-14,-71,-13,-32,-2,-83,-40,-52,-51,-6,-12,-18,-87,-35,-88,-28,-22,-24,-81,-25,-3,-45,-57,-1,-79,-77,-5,-9,-50,-64,-78,-65,-66,-59,-74,-72,-31,-75,-58,-37,-8
-4,-3,-47,-12,-10,-21,-1,-42,-43,-57,-87,-5,-41,-59,-22,-26,-48,-14,-58,-44,-81,-2,-55,-15,-28,-20,-67,-69,-37,-84,-46,-85,-79,-68,-63,-61,-50,-62,-17,-53,-36,-29,-25,-76,-33,-51,-70,-31,-9,-40,-83,-38,-24,-78,-54,-32,-49,-77,-23,-64,-60,-45,-71,-66,-30,-11,-8,-72,-35,-75,-19,-73,-34,-6,-65,-80,-56,-52,-16,-88,-7,-74,-18,-82,-86,-13,-27,-39
-88,-4,-68,-11,-85,-30,-2,-32,-29,-56,-23,-15,-80,-52,-16,-76,-9,-38,-40,-74,-45,-1,-28,-18,-79,-6,-24,-39,-70,-60,-47,-41,-83,-73,-37,-10,-20,-54,-13,-78,-36,-48,-21,-33,-7,-49,-53,-50,-57,-3,-27,-66,-17,-72,-63,-8,-14,-62,-5,-58,-22,-69,-77,-26,-31,-64,-84,-65,-46,-19,-25,-86,-67,-59,-82,-75,-61,-12,-43,-42,-44,-71,-34,-55,-81,-51,-87,-35
-14,-21,-51,-52,-3,-28,-80,-53,-72,-6,-15,-58,-82,-75,-1,-47,-81,-38,-62,-22,-9,-86,-77,-57,-73,-64,-24,-13,-54,-76,-31,-29,-55,-67,-23,-78,-34,-16,-35,-41,-88,-20,-84,-49,-43,-63,-46,-30,-56,-2,-66,-11,-5,-19,-87,-48,-50,-10,-7,-69,-42,-79,-17,-61,-83,-45,-74,-85,-8,-59,-27,-39,-32,-4,-12,-71,-37,-65,-18,-40,-25,-44,-60,-68,-26,-70,-33,-36
-11,-50,-31,-17,-3,-24,-19,-55,-46,-43,-22,-27,-58,-53,-1,-78,-65,-56,-73,-30,-72,-76,-10,-39,-37,-77,-21,-71,-8,-23,-69,-88,-70,-75,-5,-62,-66,-18,-13,-64,-25,-32,-38,-84,-81,-41,-74,-48,-4,-6,-16,-54,-60,-33,-67,-52,-9,-82,-79,-51,-61,-47,-26,-42,-83,-63,-45,-15,-20,-87,-7,-44,-35,-59,-85,-86,-57,-12,-49,-2,-28,-80,-68,-36,-40,-34,-14,-29
