"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
-6,-92,-27,-78,-82,-97,-18,-50,-44,-73,-63,-88,-57,-66,-5,-45,-25,-43,-81,-16,-32,-93,-3,-61,-59,-48,-52,-4,-31,-69,-19,-67,-15,-38,-80,-30,-46,-33,-90,-39,-54,-55,-1,-51,-47,-13,-74,-22,-10,-56,-95,-60,-83,-34,-24,-96,-20,-14,-21,-7,-28,-70,-99,-49,-76,-87,-40,-8,-35,-84,-77,-29,-75,-11,-36,-68,-2,-42,-17,-58,-91,-26,-37,-71,-98,-53,-65,-86,-41,-100,-9,-62,-72,-12,-64,-79,-89,-85,-23,-94
-88,-5,-15,-97,-32,-28,-6,-81,-9,-71,-52,-100,-89,-54,-50,-4,-73,-43,-10,-67,-59,-64,-22,-17,-24,-65,-11,-62,-3,-25,-21,-82,-87,-95,-94,-69,-30,-49,-13,-40,-53,-26,-29,-46,-79,-98,-90,-86,-37,-48,-60,-85,-74,-12,-63,-99,-35,-47,-57,-34,-70,-61,-16,-75,-41,-44,-7,-42,-84,-55,-93,-58,-31,-20,-33,-77,-72,-18,-83,-91,-39,-23,-78,-19,-80,-27,-66,-76,-92,-45,-14,-56,-8,-38,-1,-68,-36,-51,-2,-96
-73,-62,-5,-46,-37,-69,-31,-36,-47,-84,-7,-18,-88,-95,-72,-40,-58,-51,-27,-76,-14,-59,-24,-56,-55,-19,-10,-13,-75,-22,-87,-78,-66,-70,-35,-29,-3,-15,-17,-64,-100,-61,-8,-65,-4,-30,-99,-89,-25,-53,-43,-80,-9,-26,-2,-90,-20,-44,-54,-50,-38,-85,-57,-42,-48,-92,-39,-6,-28,-11,-52,-63,-33,-1,-77,-82,-49,-68,-91,-94,-74,-60,-86,-23,-45,-83,-98,-96,-97,-41,-21,-67,-34,-81,-16,-79,-71,-93,-32,-12
-85,-35,-65,-24,-60,-49,-57,-32,-73,-91,-44,-70,-43,-26,-30,-36,-97,-14,-64,-21,-5,-92,-81,-38,-12,-45,-15,-77,-66,-84,-80,-56,-41,-76,-61,-37,-23,-78,-2,-79,-69,-59,-51,-94,-67,-9,-89,-99,-11,-17,-25,-98,-10,-33,-74,-90,-3,-47,-1,-82,-100,-68,-28,-83,-39,-96,-40,-63,-7,-8,-72,-31,-6,-46,-52,-71,-86,-34,-13,-27,-93,-4,-20,-87,-55,-53,-50,-75,-16,-29,-19,-42,-88,-54,-95,-48,-58,-62,-18,-22
-22,-58,-28,-98,-45,-90,-80,-93,-87,-37,-38,-70,-12,-97,-20,-73,-95,-75,-9,-41,-8,-42,-39,-85,-62,-59,-69,-21,-48,-57,-56,-4,-68,-63,-76,-16,-91,-19,-52,-96,-72,-67,-35,-15,-66,-47,-79,-54,-46,-23,-13,-99,-33,-53,-94,-88,-82,-100,-10,-43,-78,-36,-51,-83,-18,-77,-84,-1,-44,-50,-55,-92,-71,-89,-60,-74,-24,-64,-65,-7,-3,-6,-25,-5,-49,-81,-26,-40,-86,-34,-14,-27,-11,-31,-61,-32,-30,-2,-29,-17
-77,-100,-26,-79,-28,-80,-38,-65,-8,-32,-60,-27,-1,-13,-12,-72,-62,-76,-53,-96,-71,-57,-15,-4,-69,-44,-66,-91,-19,-18,-87,-63,-75,-35,-88,-21,-70,-55,-5,-40,-82,-86,-29,-84,-92,-98,-78,-16,-33,-54,-56,-97,-2,-42,-74,-83,-49,-39,-59,-6,-85,-22,-10,-99,-36,-20,-52,-93,-14,-11,-3,-90,-34,-17,-61,-48,-30,-73,-46,-50,-94,-81,-41,-64,-47,-68,-89,-95,-7,-24,-67,-31,-58,-37,-9,-23,-45,-43,-25,-51
-73,-30,-69,-10,-53,-54,-57,-24,-29,-91,-89,-39,-78,-71,-7,-28,-86,-2,-98,-72,-34,-15,-17,-23,-33,-11,-42,-43,-92,-27,-47,-70,-76,-80,-18,-32,-48,-75,-61,-97,-50,-100,-85,-74,-52,-41,-96,-58,-1,-63,-13,-93,-59,-26,-36,-88,-6,-38,-3,-60,-84,-46,-81,-5,-31,-55,-20,-25,-40,-87,-51,-49,-82,-64,-65,-77,-44,-4,-56,-16,-19,-22,-66,-35,-45,-67,-90,-94,-99,-79,-37,-12,-8,-62,-9,-14,-83,-95,-68,-21
-12,-94,-2,-71,-74,-21,-89,-32,-11,-10,-41,-35,-39,-17,-6,-97,-9,-23,-40,-8,-58,-64,-28,-59,-80,-22,-3,-47,-46,-70,-43,-20,-49,-51,-63,-78,-52,-84,-34,-62,-45,-56,-27,-5,-81,-88,-60,-50,-7,-82,-73,-92,-14,-31,-18,-69,-53,-99,-4,-15,-86,-67,-61,-83,-38,-19,-30,-95,-79,-16,-26,-57,-72,-24,-76,-85,-91,-29,-1,-13,-44,-87,-55,-68,-65,-75,-33,-98,-48,-66,-42,-96,-93,-36,-25,-37,-77,-90,-100,-54
-5,-88,-31,-72,-52,-45,-50,-76,-81,-80,-91,-42,-2,-40,-55,-1,-30,-53,-41,-70,-67,-23,-11,-17,-96,-64,-62,-98,-99,-61,-48,-54,-77,-86,-83,-36,-47,-33,-25,-69,-7,-63,-20,-43,-78,-87,-75,-26,-68,-58,-65,-90,-56,-57,-82,-79,-97,-59,-19,-92,-100,-9,-32,-95,-34,-38,-14,-3,-27,-10,-39,-29,-8,-37,-18,-13,-12,-71,-74,-93,-24,-66,-60,-49,-15,-21,-46,-85,-84,-16,-4,-35,-22,-89,-44,-94,-28,-51,-6,-73
-83,-80,-10,-37,-93,-25,-94,-95,-30,-82,-7,-5,-70,-79,-6,-71,-72,-21,-40,-59,-46,-45,-60,-41,-81,-47,-49,-69,-57,-1,-17,-39,-58,-33,-18,-24,-78,-31,-98,-92,-43,-97,-23,-90,-76,-32,-99,-88,-53,-77,-73,-19,-28,-29,-27,-96,-74,-55,-61,-36,-52,-12,-44,-14,-100,-67,-63,-22,-75,-64,-3,-65,-16,-56,-51,-87,-50,-85,-68,-66,-84,-13,-9,-4,-15,-62,-91,-86,-48,-35,-8,-38,-20,-89,-42,-11,-34,-2,-26,-54
