"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
-71,-85,-55,-17,-24,-83,-57,-77,-44,-31,-89,-47,-28,-43,-27,-67,-62,-53,-4,-90,-63,-64,-5,-48,-37,-21,-66,-26,-100,-13,-49,-54,-10,-20,-50,-12,-98,-75,-1,-74,-96,-61,-36,-23,-79,-58,-99,-34,-18,-70,-69,-16,-11,-87,-84,-14,-30,-92,-68,-65,-78,-39,-60,-6,-82,-2,-91,-42,-73,-56,-22,-33,-35,-3,-25,-86,-52,-40,-7,-76,-80,-95,-45,-38,-88,-32,-97,-81,-93,-41,-15,-8,-51,-46,-29,-19,-94,-59,-72,-9
-87,-32,-57,-71,-97,-44,-83,-30,-4,-22,-86,-12,-79,-100,-42,-60,-39,-98,-26,-66,-92,-49,-23,-84,-3,-81,-1,-88,-2,-58,-37,-45,-6,-56,-76,-91,-16,-99,-7,-69,-38,-29,-14,-59,-70,-33,-93,-19,-18,-11,-9,-85,-52,-10,-20,-13,-64,-94,-62,-74,-90,-63,-77,-21,-46,-75,-24,-40,-73,-48,-67,-25,-28,-53,-35,-17,-31,-51,-68,-61,-54,-34,-82,-80,-96,-43,-95,-89,-55,-5,-50,-36,-65,-15,-8,-47,-27,-41,-72,-78
-25,-96,-4,-70,-43,-42,-80,-1,-52,-67,-37,-95,-91,-34,-58,-79,-36,-84,-38,-92,-88,-61,-65,-97,-47,-66,-71,-86,-15,-44,-78,-16,-49,-50,-73,-6,-5,-99,-77,-63,-82,-30,-45,-85,-74,-29,-20,-76,-19,-2,-41,-57,-22,-51,-11,-55,-81,-54,-56,-8,-9,-33,-26,-13,-100,-87,-46,-32,-62,-69,-23,-18,-21,-68,-10,-40,-3,-17,-31,-89,-94,-59,-7,-14,-90,-98,-24,-35,-93,-27,-64,-28,-72,-75,-60,-12,-39,-48,-83,-53
-73,-86,-76,-91,-47,-4,-26,-75,-58,-32,-100,-31,-70,-50,-5,-72,-79,-34,-68,-40,-52,-94,-1,-96,-65,-90,-43,-11,-78,-38,-24,-27,-69,-77,-88,-8,-64,-9,-51,-87,-22,-25,-82,-95,-84,-30,-54,-74,-42,-16,-53,-28,-92,-36,-12,-93,-21,-23,-48,-13,-33,-85,-45,-56,-63,-37,-62,-17,-44,-10,-67,-18,-2,-89,-14,-71,-83,-66,-20,-41,-98,-55,-57,-29,-81,-97,-49,-6,-60,-19,-35,-46,-15,-80,-61,-3,-99,-59,-7,-39
-57,-92,-31,-86,-47,-27,-16,-3,-32,-20,-77,-15,-66,-43,-8,-21,-73,-65,-25,-97,-4,-56,-22,-48,-51,-78,-79,-60,-74,-13,-50,-68,-58,-88,-75,-39,-10,-49,-84,-91,-83,-70,-14,-28,-71,-62,-81,-87,-89,-42,-61,-40,-90,-30,-99,-63,-96,-33,-26,-38,-93,-6,-41,-54,-52,-12,-29,-35,-34,-44,-37,-2,-53,-7,-23,-17,-82,-46,-11,-9,-95,-98,-19,-85,-64,-76,-18,-5,-1,-45,-94,-100,-80,-24,-67,-36,-69,-72,-59,-55
-26,-36,-93,-25,-72,-58,-82,-6,-15,-29,-12,-23,-91,-83,-50,-63,-54,-47,-46,-30,-20,-38,-31,-68,-13,-45,-56,-42,-49,-66,-85,-65,-44,-16,-75,-4,-39,-84,-5,-74,-18,-7,-55,-52,-71,-37,-99,-19,-10,-97,-86,-57,-69,-34,-61,-98,-92,-41,-73,-67,-43,-60,-3,-94,-51,-40,-32,-2,-48,-27,-90,-1,-33,-62,-24,-80,-78,-76,-8,-59,-95,-87,-79,-64,-77,-88,-100,-9,-81,-21,-89,-35,-53,-70,-28,-14,-17,-22,-96,-11
-29,-24,-60,-55,-83,-97,-82,-74,-10,-44,-12,-47,-57,-70,-41,-59,-51,-100,-15,-90,-7,-18,-25,-26,-45,-99,-16,-8,-84,-4,-65,-13,-91,-33,-39,-3,-32,-76,-88,-93,-68,-38,-52,-78,-62,-20,-95,-40,-87,-98,-53,-80,-77,-63,-81,-14,-49,-71,-64,-36,-34,-9,-30,-66,-43,-54,-58,-94,-6,-23,-50,-17,-85,-72,-19,-2,-56,-21,-37,-5,-61,-35,-27,-31,-46,-73,-28,-89,-79,-11,-48,-75,-22,-1,-96,-92,-67,-42,-69,-86
-30,-98,-100,-63,-95,-64,-23,-87,-88,-61,-82,-41,-42,-16,-80,-13,-91,-72,-94,-3,-89,-31,-34,-69,-76,-70,-44,-39,-49,-86,-21,-68,-35,-51,-83,-4,-9,-47,-5,-97,-96,-32,-12,-55,-62,-15,-71,-14,-52,-81,-74,-24,-1,-46,-78,-48,-2,-75,-65,-38,-99,-45,-50,-54,-90,-6,-59,-58,-19,-84,-56,-8,-28,-93,-7,-73,-40,-18,-10,-92,-77,-29,-37,-22,-26,-20,-66,-57,-17,-25,-11,-60,-53,-79,-36,-33,-85,-67,-27,-43
-95,-7,-76,-38,-32,-30,-19,-4,-77,-9,-81,-42,-46,-2,-63,-37,-70,-91,-10,-73,-43,-94,-18,-90,-55,-97,-50,-52,-84,-79,-21,-14,-60,-25,-96,-33,-65,-54,-47,-78,-82,-27,-57,-35,-89,-48,-93,-6,-29,-3,-40,-44,-59,-17,-39,-100,-67,-80,-56,-12,-1,-99,-36,-74,-20,-24,-66,-11,-22,-45,-98,-86,-64,-88,-51,-26,-58,-5,-34,-92,-61,-75,-85,-68,-15,-41,-72,-28,-71,-53,-83,-31,-23,-16,-13,-49,-69,-8,-62,-87
-78,-49,-63,-77,-18,-35,-17,-34,-29,-14,-36,-13,-33,-69,-76,-81,-26,-23,-3,-64,-24,-5,-19,-85,-44,-28,-62,-4,-94,-73,-10,-6,-96,-48,-9,-38,-20,-30,-59,-25,-67,-47,-52,-58,-89,-68,-60,-53,-11,-27,-88,-32,-72,-83,-45,-79,-42,-57,-1,-8,-40,-86,-75,-12,-97,-70,-82,-90,-100,-51,-92,-39,-66,-95,-61,-21,-98,-87,-80,-91,-55,-93,-56,-74,-54,-84,-2,-37,-71,-43,-65,-50,-16,-22,-46,-15,-99,-41,-7,-31
-47,-89,-87,-44,-17,-95,-51,-68,-32,-75,-83,-96,-48,-6,-62,-10,-14,-79,-25,-80,-19,-4,-64,-81,-77,-91,-99,-41,-84,-8,-34,-55,-35,-20,-11,-26,-3,-42,-65,-21,-31,-5,-61,-16,-46,-73,-85,-39,-56,-36,-45,-9,-58,-54,-12,-29,-43,-100,-70,-71,-22,-63,-2,-93,-15,-97,-86,-50,-1,-30,-28,-27,-66,-98,-59,-92,-90,-38,-37,-94,-72,-60,-76,-69,-74,-82,-53,-23,-57,-18,-52,-33,-13,-78,-24,-40,-7,-67,-88,-49
-30,-78,-28,-33,-46,-90,-94,-53,-58,-81,-43,-88,-71,-64,-52,-7,-45,-15,-14,-89,-51,-62,-29,-19,-32,-25,-54,-85,-21,-80,-9,-49,-10,-66,-73,-24,-72,-63,-77,-42,-92,-13,-86,-65,-37,-82,-93,-40,-6,-75,-27,-26,-95,-76,-57,-38,-35,-56,-8,-1,-74,-79,-60,-4,-12,-23,-11,-34,-48,-16,-100,-3,-5,-96,-18,-47,-91,-87,-69,-44,-61,-99,-41,-98,-84,-36,-59,-67,-50,-22,-70,-55,-2,-39,-68,-17,-97,-31,-20,-83
-9,-72,-11,-76,-3,-5,-10,-49,-50,-98,-7,-22,-18,-94,-59,-82,-89,-77,-13,-91,-80,-78,-40,-30,-23,-32,-93,-96,-88,-46,-65,-41,-53,-17,-12,-24,-19,-90,-21,-35,-58,-69,-2,-79,-67,-34,-84,-62,-14,-25,-99,-51,-57,-63,-73,-64,-55,-95,-81,-6,-52,-42,-31,-54,-37,-39,-27,-33,-100,-20,-66,-86,-16,-83,-56,-61,-71,-43,-44,-74,-38,-36,-92,-29,-48,-15,-28,-85,-87,-4,-68,-75,-26,-8,-70,-60,-47,-45,-97,-1
